# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
0,0,0,0,0,0,0,90,9.067e4,4.4e4,72.01,0.582,NaN,232.932,0,0,0.616,10.925,940.419,0.005
0.01,0,0.015,8.813,0,0,0,89.477,9.064e4,4.397e4,72.003,0.582,NaN,232.934,1686.295,5.667e-8,0.616,10.925,940.419,0.005
0.02,8.978e-4,0.196,27.428,-1.805e-7,0,1.805e-7,83.088,9.062e4,4.395e4,71.995,0.582,NaN,232.937,3372.59,1.249e-4,0.615,10.924,940.419,0.005
0.03,0.005,0.563,46.053,-6.399e-7,0,6.399e-7,70.839,9.059e4,4.392e4,71.987,0.582,NaN,232.939,5058.885,0.003,0.61,10.924,940.419,0.005
0.04,0.013,1.117,64.689,-1.41e-6,0,1.41e-6,55.519,9.056e4,4.389e4,71.98,0.582,NaN,232.942,6745.179,0.015,0.597,10.924,940.418,0.006
0.048,0.024,1.713,80.034,-2.338e-6,0,2.338e-6,43.598,9.054e4,4.387e4,71.974,0.582,NaN,232.944,8133,0.042,0.581,10.924,940.417,0.007
0.058,0.045,2.513,80.078,-3.826e-6,0,3.826e-6,33.194,9.049e4,4.382e4,71.959,0.582,NaN,232.948,8132.468,0.097,0.562,10.924,940.414,0.009
0.068,0.075,3.314,80.122,-5.315e-6,0,5.315e-6,26.596,9.044e4,4.377e4,71.944,0.581,NaN,232.953,8131.935,0.167,0.546,10.924,940.411,0.011
0.078,0.112,4.116,80.166,-6.803e-6,0,6.803e-6,22.14,9.039e4,4.372e4,71.929,0.581,NaN,232.958,8131.403,0.249,0.533,10.924,940.407,0.013
0.088,0.157,4.917,80.21,-8.292e-6,0,8.292e-6,18.963,9.034e4,4.367e4,71.915,0.581,NaN,232.963,8130.87,0.342,0.523,10.923,940.402,0.015
0.098,0.21,5.72,80.254,-9.78e-6,0,9.78e-6,16.597,9.029e4,4.362e4,71.9,0.581,NaN,232.968,8130.338,0.445,0.514,10.923,940.396,0.018
0.108,0.271,6.522,80.298,-1.127e-5,0,1.127e-5,14.665,9.024e4,4.357e4,71.885,0.58,NaN,232.972,8129.805,0.553,0.506,10.923,940.389,0.02
0.118,0.341,7.326,80.342,-1.276e-5,0,1.276e-5,13.111,9.019e4,4.352e4,71.87,0.58,NaN,232.977,8129.273,0.666,0.499,10.922,940.381,0.022
0.128,0.418,8.129,80.386,-1.425e-5,0,1.425e-5,11.849,9.013e4,4.346e4,71.856,0.58,NaN,232.982,8128.741,0.786,0.494,10.922,940.373,0.025
0.138,0.503,8.933,80.43,-1.573e-5,0,1.573e-5,10.805,9.008e4,4.341e4,71.841,0.58,NaN,232.987,8128.208,0.914,0.488,10.921,940.363,0.027
0.148,0.596,9.738,80.473,-1.722e-5,0,1.722e-5,9.927,9.003e4,4.336e4,71.826,0.579,NaN,232.992,8127.676,1.05,0.484,10.921,940.353,0.029
0.158,0.698,10.543,80.517,-1.871e-5,0,1.871e-5,9.247,8.998e4,4.331e4,71.812,0.579,NaN,232.996,8127.143,1.197,0.48,10.92,940.341,0.032
0.168,0.807,11.348,80.561,-2.02e-5,0,2.02e-5,8.675,8.993e4,4.326e4,71.797,0.579,NaN,233.001,8126.611,1.353,0.476,10.919,940.329,0.034
0.178,0.925,12.154,80.604,-2.169e-5,0,2.169e-5,8.178,8.988e4,4.321e4,71.782,0.578,NaN,233.006,8126.078,1.519,0.472,10.918,940.316,0.036
0.188,1.05,12.96,80.648,-2.318e-5,0,2.318e-5,7.74,8.983e4,4.316e4,71.767,0.578,NaN,233.011,8125.546,1.695,0.469,10.918,940.302,0.039
0.198,1.184,13.767,80.691,-2.467e-5,0,2.467e-5,7.353,8.978e4,4.311e4,71.753,0.578,NaN,233.016,8125.014,1.89,0.468,10.917,940.287,0.041
0.208,1.326,14.574,80.734,-2.615e-5,0,2.615e-5,6.935,8.973e4,4.306e4,71.738,0.578,NaN,233.021,8124.481,2.093,0.468,10.916,940.271,0.043
0.218,1.476,15.382,80.778,-2.764e-5,0,2.764e-5,6.544,8.967e4,4.301e4,71.723,0.577,NaN,233.026,8123.949,2.307,0.468,10.915,940.254,0.046
0.228,1.633,16.19,80.821,-2.913e-5,0,2.913e-5,6.192,8.962e4,4.295e4,71.708,0.577,NaN,233.03,8123.416,2.533,0.468,10.914,940.237,0.048
0.238,1.799,16.998,80.864,-3.062e-5,0,3.062e-5,5.872,8.957e4,4.29e4,71.694,0.577,NaN,233.035,8122.884,2.769,0.468,10.913,940.218,0.051
0.248,1.973,17.807,80.907,-3.211e-5,0,3.211e-5,5.581,8.952e4,4.285e4,71.679,0.577,NaN,233.04,8122.351,3.016,0.468,10.912,940.199,0.053
0.258,2.155,18.616,80.95,-3.36e-5,0,3.36e-5,5.3,8.947e4,4.28e4,71.664,0.576,NaN,233.045,8121.819,3.274,0.469,10.91,940.178,0.055
0.268,2.346,19.426,80.993,-3.508e-5,0,3.508e-5,5.038,8.942e4,4.275e4,71.65,0.576,NaN,233.05,8121.286,3.543,0.469,10.909,940.157,0.058
0.278,2.544,20.236,81.035,-3.657e-5,0,3.657e-5,4.797,8.937e4,4.27e4,71.635,0.576,NaN,233.055,8120.754,3.823,0.469,10.908,940.135,0.06
0.288,2.75,21.047,81.078,-3.806e-5,0,3.806e-5,4.575,8.932e4,4.265e4,71.62,0.576,NaN,233.06,8120.222,4.115,0.469,10.907,940.112,0.062
0.298,2.965,21.858,81.121,-3.955e-5,0,3.955e-5,4.368,8.927e4,4.26e4,71.605,0.575,NaN,233.065,8119.689,4.418,0.469,10.905,940.088,0.065
0.308,3.188,22.669,81.163,-4.104e-5,0,4.104e-5,4.133,8.922e4,4.255e4,71.591,0.575,NaN,233.07,8119.157,4.728,0.469,10.904,940.063,0.067
0.318,3.418,23.481,81.206,-4.253e-5,0,4.253e-5,3.905,8.916e4,4.249e4,71.576,0.575,NaN,233.075,8118.624,5.049,0.469,10.902,940.037,0.07
0.328,3.657,24.293,81.248,-4.402e-5,0,4.402e-5,3.693,8.911e4,4.244e4,71.561,0.575,NaN,233.08,8118.092,5.382,0.469,10.901,940.011,0.072
0.338,3.904,25.106,81.291,-4.55e-5,0,4.55e-5,3.493,8.906e4,4.239e4,71.546,0.574,NaN,233.084,8117.559,5.726,0.469,10.899,939.983,0.074
0.348,4.159,25.919,81.333,-4.699e-5,0,4.699e-5,3.306,8.901e4,4.234e4,71.532,0.574,NaN,233.089,8117.027,6.083,0.469,10.897,939.955,0.077
0.358,4.423,26.733,81.375,-4.848e-5,0,4.848e-5,3.166,8.896e4,4.229e4,71.517,0.574,NaN,233.094,8116.495,6.455,0.469,10.896,939.925,0.079
0.368,4.694,27.547,81.417,-4.997e-5,0,4.997e-5,3.042,8.891e4,4.224e4,71.502,0.574,NaN,233.099,8115.962,6.84,0.469,10.894,939.895,0.082
0.378,4.974,28.361,81.459,-5.146e-5,0,5.146e-5,2.924,8.886e4,4.219e4,71.487,0.573,NaN,233.104,8115.43,7.236,0.469,10.892,939.864,0.084
0.388,5.261,29.176,81.501,-5.295e-5,0,5.295e-5,2.813,8.881e4,4.214e4,71.473,0.573,NaN,233.109,8114.897,7.645,0.469,10.89,939.831,0.086
0.398,5.557,29.991,81.543,-5.444e-5,0,5.444e-5,2.708,8.876e4,4.209e4,71.458,0.573,NaN,233.114,8114.365,8.066,0.469,10.888,939.798,0.089
0.408,5.861,30.807,81.584,-5.592e-5,0,5.592e-5,2.644,8.87e4,4.203e4,71.443,0.573,NaN,233.119,8113.832,8.503,0.469,10.886,939.764,0.091
0.418,6.173,31.623,81.626,-5.741e-5,0,5.741e-5,2.591,8.865e4,4.198e4,71.428,0.572,NaN,233.124,8113.3,8.953,0.469,10.884,939.73,0.094
0.428,6.493,32.439,81.667,-5.89e-5,0,5.89e-5,2.541,8.86e4,4.193e4,71.414,0.572,NaN,233.129,8112.768,9.415,0.469,10.882,939.694,0.096
0.438,6.822,33.256,81.709,-6.039e-5,0,6.039e-5,2.493,8.855e4,4.188e4,71.399,0.572,NaN,233.134,8112.235,9.889,0.469,10.88,939.657,0.099
0.448,7.159,34.073,81.75,-6.188e-5,0,6.188e-5,2.447,8.85e4,4.183e4,71.384,0.572,NaN,233.139,8111.703,10.375,0.469,10.878,939.619,0.101
0.458,7.503,34.891,81.791,-6.337e-5,0,6.337e-5,2.382,8.845e4,4.178e4,71.369,0.571,NaN,233.144,8111.17,10.87,0.47,10.876,939.581,0.103
0.468,7.856,35.709,81.832,-6.486e-5,0,6.486e-5,2.314,8.84e4,4.173e4,71.355,0.571,NaN,233.149,8110.638,11.376,0.47,10.873,939.541,0.106
0.478,8.218,36.528,81.874,-6.634e-5,0,6.634e-5,2.25,8.835e4,4.168e4,71.34,0.571,NaN,233.154,8110.105,11.895,0.47,10.871,939.501,0.108
0.488,8.587,37.347,81.914,-6.783e-5,0,6.783e-5,2.188,8.83e4,4.163e4,71.325,0.571,NaN,233.159,8109.573,12.425,0.47,10.869,939.46,0.111
0.498,8.965,38.166,81.955,-6.932e-5,0,6.932e-5,2.129,8.824e4,4.158e4,71.31,0.57,NaN,233.164,8109.041,12.968,0.47,10.866,939.418,0.113
0.508,9.35,38.986,81.996,-7.081e-5,0,7.081e-5,2.037,8.819e4,4.152e4,71.296,0.57,NaN,233.169,8108.508,13.517,0.47,10.864,939.375,0.115
0.518,9.744,39.806,82.037,-7.23e-5,0,7.23e-5,1.942,8.814e4,4.147e4,71.281,0.57,NaN,233.174,8107.976,14.078,0.47,10.861,939.331,0.118
0.528,10.146,40.626,82.078,-7.379e-5,0,7.379e-5,1.851,8.809e4,4.142e4,71.266,0.57,NaN,233.179,8107.443,14.65,0.47,10.859,939.286,0.12
0.538,10.557,41.447,82.118,-7.527e-5,0,7.527e-5,1.763,8.804e4,4.137e4,71.251,0.569,NaN,233.184,8106.911,15.236,0.47,10.856,939.24,0.123
0.548,10.975,42.269,82.159,-7.676e-5,0,7.676e-5,1.679,8.799e4,4.132e4,71.237,0.569,NaN,233.189,8106.378,15.833,0.47,10.853,939.193,0.125
0.558,11.402,43.091,82.199,-7.825e-5,0,7.825e-5,1.64,8.794e4,4.127e4,71.222,0.569,NaN,233.194,8105.846,16.45,0.47,10.85,939.145,0.128
0.568,11.837,43.913,82.239,-7.974e-5,0,7.974e-5,1.611,8.789e4,4.122e4,71.207,0.569,NaN,233.2,8105.313,17.081,0.47,10.848,939.097,0.13
0.578,12.28,44.735,82.279,-8.123e-5,0,8.123e-5,1.583,8.784e4,4.117e4,71.192,0.568,NaN,233.205,8104.781,17.725,0.47,10.845,939.047,0.132
0.588,12.732,45.558,82.319,-8.272e-5,0,8.272e-5,1.556,8.779e4,4.112e4,71.178,0.568,NaN,233.21,8104.249,18.38,0.47,10.842,938.997,0.135
0.598,13.192,46.382,82.359,-8.421e-5,0,8.421e-5,1.53,8.773e4,4.106e4,71.163,0.568,NaN,233.215,8103.716,19.049,0.471,10.839,938.945,0.137
0.608,13.66,47.206,82.399,-8.569e-5,0,8.569e-5,1.508,8.768e4,4.101e4,71.148,0.568,NaN,233.22,8103.184,19.73,0.471,10.836,938.893,0.14
0.618,14.136,48.03,82.439,-8.718e-5,0,8.718e-5,1.487,8.763e4,4.096e4,71.133,0.567,NaN,233.225,8102.651,20.424,0.471,10.833,938.84,0.142
0.628,14.62,48.854,82.479,-8.867e-5,0,8.867e-5,1.467,8.758e4,4.091e4,71.119,0.567,NaN,233.23,8102.119,21.13,0.471,10.829,938.786,0.145
0.638,15.113,49.679,82.518,-9.016e-5,0,9.016e-5,1.448,8.753e4,4.086e4,71.104,0.567,NaN,233.235,8101.586,21.849,0.471,10.826,938.731,0.147
0.648,15.614,50.505,82.558,-9.165e-5,0,9.165e-5,1.429,8.748e4,4.081e4,71.089,0.566,280.449,233.24,8101.054,22.581,0.471,10.823,938.675,0.15
0.663,16.381,51.743,82.617,-1.113e-4,0,1.113e-4,1.448,8.74e4,4.073e4,71.067,0.566,280.404,233.248,8100.255,23.712,0.471,10.818,938.589,0.153
0.686,17.566,53.603,82.704,-2.088e-4,0,2.088e-4,1.481,8.729e4,4.062e4,71.034,0.566,280.324,233.26,8099.057,25.464,0.471,10.81,938.457,0.159
0.719,19.422,56.397,82.835,-5.181e-4,0,5.181e-4,1.463,8.711e4,4.045e4,70.984,0.565,280.377,233.277,8097.26,28.199,0.472,10.798,938.249,0.167
0.769,22.345,60.543,83.028,-0.001,1.517e-8,0.001,1.362,8.686e4,4.019e4,70.91,0.563,280.645,233.303,8094.598,32.498,0.472,10.779,937.923,0.179
0.819,25.476,64.7,83.217,-0.002,6.045e-8,0.002,1.237,8.66e4,3.993e4,70.836,0.562,280.976,233.329,8091.936,37.111,0.473,10.759,937.573,0.192
0.869,28.816,68.865,83.404,-0.004,1.814e-7,0.004,1.143,8.635e4,3.968e4,70.763,0.561,281.232,233.355,8089.274,42.057,0.473,10.737,937.2,0.204
0.919,32.363,73.04,83.588,-0.005,4.287e-7,0.005,1.087,8.609e4,3.942e4,70.689,0.56,281.391,233.381,8086.612,47.345,0.474,10.714,936.803,0.216
0.969,36.12,77.224,83.77,-0.006,8.474e-7,0.006,0.969,8.584e4,3.917e4,70.615,0.558,281.714,233.408,8083.95,52.947,0.475,10.69,936.384,0.229
1.019,40.086,81.417,83.949,-0.006,1.473e-6,0.006,0.814,8.558e4,3.891e4,70.541,0.557,282.138,233.435,8081.287,58.873,0.476,10.664,935.941,0.241
1.069,44.262,85.619,84.125,-0.005,2.309e-6,0.005,0.644,8.533e4,3.866e4,70.467,0.556,282.61,233.461,8078.625,65.139,0.476,10.637,935.474,0.254
1.119,48.648,89.829,84.298,-0.002,3.375e-6,0.002,0.518,8.507e4,3.84e4,70.393,0.554,282.968,233.488,8075.963,71.769,0.477,10.608,934.984,0.266
1.169,53.245,94.048,84.467,0.003,4.68e-6,0.003,0.388,8.482e4,3.815e4,70.32,0.553,283.34,233.515,8073.301,78.752,0.478,10.578,934.47,0.279
1.219,58.053,98.275,84.634,0.012,6.203e-6,0.012,0.218,8.456e4,3.789e4,70.246,0.552,283.828,233.543,8070.639,86.089,0.479,10.547,933.933,0.291
1.269,63.072,102.51,84.798,0.025,8.02e-6,0.025,0.071,8.431e4,3.764e4,70.172,0.551,284.258,233.57,8067.977,93.801,0.48,10.515,933.372,0.304
1.319,68.304,106.753,84.958,0.043,1.022e-5,0.043,0.079,8.405e4,3.738e4,70.098,0.549,284.258,233.598,8065.314,101.891,0.481,10.481,932.788,0.316
1.369,73.747,111.003,85.115,0.067,1.297e-5,0.067,0.285,8.38e4,3.713e4,70.024,0.548,283.706,233.626,8062.652,110.37,0.482,10.445,932.18,0.329
1.419,79.404,115.261,85.269,0.098,1.648e-5,0.098,0.449,8.354e4,3.687e4,69.95,0.547,283.278,233.654,8059.99,119.247,0.483,10.408,931.548,0.341
1.469,85.273,119.526,85.419,0.138,2.103e-5,0.138,0.53,8.328e4,3.662e4,69.876,0.546,283.08,233.682,8057.328,128.499,0.484,10.37,930.892,0.354
1.519,91.356,123.798,85.565,0.186,2.695e-5,0.186,0.628,8.303e4,3.636e4,69.802,0.544,282.841,233.71,8054.666,138.151,0.485,10.331,930.212,0.367
1.569,97.653,128.076,85.707,0.243,3.467e-5,0.243,0.735,8.277e4,3.61e4,69.728,0.543,282.58,233.739,8052.004,148.206,0.487,10.29,929.509,0.38
1.619,104.163,132.362,85.845,0.311,4.463e-5,0.311,0.774,8.252e4,3.585e4,69.654,0.542,282.501,233.767,8049.341,158.628,0.488,10.247,928.782,0.392
1.669,110.888,136.655,85.978,0.389,5.723e-5,0.389,0.755,8.226e4,3.559e4,69.58,0.54,282.58,233.796,8046.679,169.411,0.489,10.204,928.03,0.405
1.719,117.828,140.954,86.107,0.478,7.283e-5,0.478,0.688,8.201e4,3.534e4,69.506,0.539,282.785,233.825,8044.017,180.563,0.491,10.159,927.255,0.418
1.769,124.983,145.26,86.232,0.577,9.165e-5,0.577,0.538,8.175e4,3.508e4,69.432,0.538,283.219,233.854,8041.355,192.077,0.492,10.112,926.456,0.431
1.819,132.353,149.573,86.351,0.687,1.136e-4,0.687,0.37,8.15e4,3.483e4,69.358,0.537,283.708,233.884,8038.693,204.012,0.493,10.064,925.632,0.443
1.869,139.938,153.892,86.466,0.805,1.385e-4,0.805,0.156,8.124e4,3.457e4,69.284,0.535,284.33,233.913,8036.031,216.391,0.495,10.015,924.785,0.456
1.919,147.74,158.217,86.577,0.931,1.659e-4,0.931,1.772e-4,8.099e4,3.432e4,69.21,0.534,284.799,233.943,8033.369,229.237,0.497,9.964,923.913,0.469
1.969,155.758,162.548,86.683,1.064,1.951e-4,1.064,0.115,8.073e4,3.406e4,69.136,0.533,284.511,233.973,8030.706,242.534,0.498,9.912,923.017,0.482
2.019,163.993,166.885,86.784,1.203,2.257e-4,1.203,0.237,8.048e4,3.381e4,69.062,0.531,284.204,234.003,8028.044,256.3,0.5,9.859,922.097,0.495
2.069,172.444,171.227,86.88,1.346,2.568e-4,1.346,0.359,8.022e4,3.355e4,68.987,0.53,283.905,234.034,8025.382,270.545,0.501,9.804,921.153,0.508
2.119,181.113,175.573,86.972,1.494,2.873e-4,1.494,0.444,7.997e4,3.33e4,68.913,0.529,283.714,234.064,8022.72,285.244,0.503,9.747,920.184,0.521
2.169,189.999,179.924,87.059,1.644,3.164e-4,1.644,0.489,7.971e4,3.304e4,68.839,0.528,283.641,234.095,8020.058,300.384,0.505,9.69,919.192,0.534
2.219,199.103,184.279,87.141,1.797,3.432e-4,1.797,0.475,7.945e4,3.279e4,68.765,0.526,283.735,234.126,8017.396,315.935,0.507,9.63,918.174,0.547
2.269,208.424,188.638,87.218,1.953,3.671e-4,1.953,0.419,7.92e4,3.253e4,68.691,0.525,283.946,234.157,8014.733,331.924,0.509,9.57,917.133,0.56
2.319,217.964,193,87.29,2.112,3.879e-4,2.112,0.312,7.894e4,3.227e4,68.617,0.524,284.308,234.188,8012.071,348.35,0.51,9.508,916.067,0.573
2.369,227.722,197.366,87.356,2.275,4.053e-4,2.275,0.165,7.869e4,3.202e4,68.542,0.523,284.787,234.22,8009.409,365.257,0.512,9.444,914.977,0.586
2.419,237.698,201.736,87.417,2.442,4.193e-4,2.442,0.012,7.843e4,3.176e4,68.468,0.521,285.293,234.251,8006.747,382.695,0.514,9.379,913.862,0.599
2.469,247.892,206.107,87.472,2.616,4.301e-4,2.616,0.139,7.818e4,3.151e4,68.394,0.52,285.019,234.283,8004.085,400.692,0.517,9.313,912.723,0.612
2.519,258.306,210.481,87.522,2.798,4.389e-4,2.798,0.277,7.792e4,3.125e4,68.32,0.519,284.725,234.316,8001.423,419.231,0.519,9.246,911.56,0.625
2.569,268.937,214.857,87.565,2.988,4.48e-4,2.988,0.365,7.767e4,3.1e4,68.245,0.517,284.575,234.348,7998.76,438.279,0.521,9.176,910.372,0.638
2.619,279.788,219.234,87.601,3.189,4.6e-4,3.189,0.415,7.741e4,3.074e4,68.171,0.516,284.533,234.38,7996.098,457.809,0.523,9.106,909.16,0.651
2.669,290.857,223.613,87.63,3.4,4.77e-4,3.4,0.399,7.716e4,3.049e4,68.097,0.515,284.677,234.413,7993.436,477.825,0.525,9.034,907.923,0.664
2.719,302.145,227.994,87.649,3.622,5.011e-4,3.622,0.297,7.69e4,3.023e4,68.022,0.514,285.063,234.446,7990.774,498.284,0.528,8.961,906.662,0.677
2.769,313.652,232.376,87.661,3.853,5.335e-4,3.853,0.1,7.665e4,2.998e4,67.948,0.512,285.721,234.479,7988.112,519.28,0.53,8.886,905.376,0.69
2.819,325.378,236.759,87.666,4.092,5.739e-4,4.092,0.068,7.639e4,2.972e4,67.874,0.511,285.924,234.513,7985.45,540.938,0.533,8.81,904.066,0.703
2.869,337.323,241.142,87.664,4.337,6.204e-4,4.337,0.206,7.614e4,2.947e4,67.799,0.51,285.654,234.547,7982.787,563.312,0.535,8.732,902.732,0.717
2.919,349.487,245.525,87.655,4.588,6.709e-4,4.588,0.328,7.588e4,2.921e4,67.725,0.509,285.435,234.58,7980.125,586.314,0.538,8.653,901.373,0.73
2.969,361.87,249.907,87.64,4.841,7.222e-4,4.841,0.362,7.562e4,2.896e4,67.65,0.507,285.464,234.615,7977.463,609.797,0.541,8.572,899.989,0.743
3.019,374.472,254.288,87.613,5.098,7.716e-4,5.098,0.317,7.537e4,2.87e4,67.576,0.506,285.716,234.649,7974.801,633.924,0.544,8.49,898.589,0.756
3.069,387.294,258.668,87.576,5.359,8.171e-4,5.359,0.2,7.511e4,2.844e4,67.501,0.505,286.168,234.684,7972.139,658.827,0.547,8.407,897.225,0.769
3.119,400.334,263.046,87.531,5.624,8.574e-4,5.624,0.037,7.486e4,2.819e4,67.427,0.503,286.758,234.718,7969.477,684.364,0.55,8.322,895.838,0.782
3.169,413.593,267.421,87.48,5.895,8.921e-4,5.895,0.129,7.46e4,2.793e4,67.353,0.502,286.634,234.753,7966.814,710.619,0.553,8.236,894.428,0.795
3.219,427.07,271.792,87.413,6.175,9.212e-4,6.175,0.251,7.435e4,2.768e4,67.278,0.501,286.429,234.789,7964.152,738.204,0.557,8.149,892.994,0.809
3.269,440.766,276.159,87.329,6.465,9.463e-4,6.465,0.295,7.409e4,2.742e4,67.203,0.5,286.445,234.824,7961.49,766.763,0.561,8.06,891.537,0.822
3.319,454.679,280.521,87.234,6.767,9.705e-4,6.767,0.278,7.384e4,2.717e4,67.129,0.498,286.632,234.86,7958.828,795.9,0.565,7.969,890.057,0.835
3.369,468.811,284.879,87.126,7.079,9.998e-4,7.079,0.188,7.358e4,2.691e4,67.054,0.497,287.026,234.896,7956.166,825.632,0.569,7.877,888.554,0.848
3.419,483.16,289.231,86.98,7.4,0.001,7.4,0.071,7.333e4,2.666e4,66.98,0.496,287.502,234.932,7953.504,858.06,0.575,7.784,887.028,0.861
3.469,497.727,293.576,86.818,7.73,0.001,7.73,0.072,7.307e4,2.64e4,66.905,0.494,287.646,234.969,7950.841,891.774,0.581,7.689,885.478,0.874
3.519,512.51,297.912,86.646,8.066,0.001,8.066,0.206,7.282e4,2.615e4,66.831,0.493,287.416,235.006,7948.179,926.43,0.587,7.593,883.906,0.887
3.569,527.51,302.24,86.462,8.405,0.001,8.405,0.26,7.256e4,2.589e4,66.756,0.492,287.414,235.043,7945.517,961.885,0.593,7.496,882.31,0.9
3.619,542.726,306.557,86.215,8.749,0.001,8.749,0.233,7.231e4,2.564e4,66.681,0.491,287.641,235.08,7942.855,1001.642,0.601,7.397,880.692,0.913
3.669,558.158,310.861,85.951,9.095,0.001,9.095,0.13,7.205e4,2.538e4,66.607,0.489,288.087,235.118,7940.193,1042.31,0.609,7.296,879.05,0.926
3.719,573.804,315.151,85.674,9.447,0.002,9.447,0.017,7.179e4,2.513e4,66.532,0.488,288.572,235.156,7937.531,1084.017,0.617,7.195,877.386,0.939
3.769,589.665,319.427,85.359,9.805,0.002,9.805,0.142,7.154e4,2.487e4,66.457,0.487,288.388,235.194,7934.868,1128.644,0.626,7.092,875.699,0.952
3.819,605.738,323.682,84.882,10.173,0.002,10.173,0.199,7.128e4,2.461e4,66.382,0.486,288.411,235.232,7932.206,1184.546,0.641,6.987,873.989,0.965
3.869,622.024,327.913,84.379,10.55,0.002,10.55,0.18,7.103e4,2.436e4,66.308,0.484,288.661,235.271,7929.544,1241.758,0.656,6.881,872.257,0.978
3.919,638.52,332.118,83.849,10.937,0.002,10.937,0.101,7.077e4,2.41e4,66.233,0.483,289.096,235.31,7926.882,1300.273,0.671,6.774,870.502,0.99
3.969,655.226,336.296,83.308,11.333,0.002,11.333,0.005,7.052e4,2.385e4,66.158,0.482,289.591,235.349,7924.22,1359.429,0.685,6.666,868.725,1.003
4.019,672.14,340.449,82.805,11.735,0.002,11.735,0.096,7.026e4,2.359e4,66.083,0.48,289.57,235.389,7921.558,1415.804,0.697,6.556,866.926,1.016
4.069,689.261,344.578,82.377,12.142,0.002,12.142,0.145,7.001e4,2.334e4,66.008,0.479,289.685,235.428,7918.895,1466.898,0.707,6.444,865.105,1.028
4.119,706.588,348.687,81.987,12.554,0.002,12.554,0.137,6.975e4,2.308e4,65.933,0.478,289.973,235.469,7916.233,1514.934,0.714,6.332,863.262,1.041
4.169,724.119,352.779,81.709,12.969,0.002,12.969,0.079,6.95e4,2.283e4,65.859,0.477,290.42,235.509,7913.571,1554.929,0.717,6.218,861.397,1.053
4.219,741.855,356.858,81.476,13.39,0.002,13.39,0.026,6.924e4,2.257e4,65.784,0.475,290.866,235.55,7910.909,1591.872,0.719,6.102,859.51,1.065
4.269,759.795,360.927,81.306,13.817,0.003,13.817,0.108,6.899e4,2.232e4,65.709,0.474,290.944,235.591,7908.247,1624.567,0.718,5.986,857.602,1.078
4.319,777.938,364.989,81.215,14.253,0.003,14.253,0.108,6.873e4,2.206e4,65.634,0.473,291.268,235.632,7905.585,1651.419,0.715,5.868,855.672,1.09
4.369,796.283,369.047,81.154,14.698,0.003,14.698,0.065,6.848e4,2.181e4,65.559,0.471,291.723,235.674,7902.922,1676,0.711,5.749,853.72,1.103
4.419,814.832,373.104,81.147,15.15,0.003,15.15,0.014,6.822e4,2.155e4,65.484,0.47,292.211,235.715,7900.26,1696.874,0.706,5.628,851.747,1.115
4.469,833.583,377.162,81.189,15.61,0.003,15.61,0.052,6.796e4,2.13e4,65.409,0.469,292.463,235.758,7897.598,1714.503,0.7,5.506,849.753,1.127
4.519,852.536,381.224,81.27,16.075,0.003,16.075,0.1,6.771e4,2.104e4,65.334,0.468,292.699,235.8,7894.936,1729.626,0.692,5.383,847.737,1.14
4.569,871.694,385.291,81.419,16.544,0.003,16.544,0.083,6.745e4,2.078e4,65.258,0.466,293.119,235.843,7892.274,1740.196,0.683,5.258,845.699,1.152
4.619,891.054,389.366,81.591,17.018,0.003,17.018,0.004,6.72e4,2.053e4,65.183,0.465,293.715,235.886,7889.612,1749.189,0.673,5.133,843.733,1.165
4.669,910.619,393.45,81.806,17.499,0.004,17.499,0.061,6.694e4,2.027e4,65.108,0.464,293.943,235.93,7886.949,1755.736,0.663,5.005,841.752,1.177
4.719,930.387,397.546,82.049,17.988,0.004,17.988,0.073,6.669e4,2.002e4,65.033,0.463,294.297,235.974,7884.287,1760.329,0.653,4.877,839.752,1.19
4.769,950.361,401.654,82.31,18.486,0.004,18.486,0.065,6.643e4,1.976e4,64.958,0.461,294.707,236.018,7881.625,1763.7,0.642,4.747,837.73,1.202
4.819,970.54,405.776,82.586,18.992,0.004,18.992,0.015,6.618e4,1.951e4,64.883,0.46,295.222,236.062,7878.963,1766.071,0.631,4.616,835.687,1.215
4.869,990.926,409.913,82.867,19.505,0.004,19.505,0.058,6.592e4,1.925e4,64.807,0.459,295.489,236.107,7876.301,1768.429,0.62,4.483,833.624,1.227
4.919,1011.519,414.063,83.156,20.023,0.004,20.023,0.086,6.567e4,1.9e4,64.732,0.457,295.793,236.153,7873.639,1770.568,0.61,4.35,831.54,1.24
4.969,1032.32,418.227,83.412,20.546,0.005,20.546,0.046,6.541e4,1.874e4,64.657,0.456,296.261,236.198,7870.976,1774.777,0.601,4.214,829.434,1.253
5.019,1053.329,422.404,83.653,21.075,0.005,21.075,0.036,6.516e4,1.849e4,64.581,0.455,296.641,236.244,7868.314,1780.38,0.592,4.078,827.308,1.266
5.069,1074.547,426.592,83.867,21.612,0.005,21.612,0.081,6.49e4,1.823e4,64.506,0.454,296.866,236.29,7865.652,1788.006,0.584,3.94,825.16,1.279
