# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
36.373,1.198e4,105.823,10.285,381.442,0.493,381.443,0.139,4.667e4,0,59.025,0.362,284.162,240.907,0,24.943,0.485,-56.5,175.766,0.357
36.423,1.199e4,105.309,10.28,381.808,0.494,381.808,0.098,4.667e4,0,59.025,0.362,284.273,240.907,0,24.673,0.484,-56.5,175.623,0.355
36.473,1.199e4,104.797,10.275,382.173,0.495,382.173,0.056,4.667e4,0,59.025,0.362,284.387,240.907,0,24.407,0.484,-56.5,175.481,0.353
36.523,1.2e4,104.284,10.271,382.538,0.496,382.538,0.064,4.667e4,0,59.025,0.362,284.36,240.907,0,24.136,0.484,-56.5,175.34,0.352
36.573,1.2e4,103.772,10.267,382.903,0.497,382.903,0.215,4.667e4,0,59.025,0.362,283.936,240.907,0,23.869,0.484,-56.5,175.2,0.35
36.623,1.201e4,103.26,10.263,383.268,0.498,383.268,0.284,4.667e4,0,59.025,0.362,283.741,240.907,0,23.609,0.484,-56.5,175.06,0.348
36.673,1.201e4,102.748,10.257,383.633,0.5,383.633,0.282,4.667e4,0,59.025,0.362,283.745,240.907,0,23.353,0.484,-56.5,174.921,0.346
36.723,1.202e4,102.236,10.252,383.998,0.501,383.998,0.282,4.667e4,0,59.025,0.362,283.742,240.907,0,23.099,0.483,-56.5,174.782,0.345
36.773,1.202e4,101.725,10.247,384.362,0.502,384.363,0.316,4.667e4,0,59.025,0.362,283.644,240.907,0,22.845,0.483,-56.5,174.644,0.343
36.823,1.203e4,101.214,10.243,384.727,0.503,384.728,0.39,4.667e4,0,59.025,0.362,283.438,240.907,0,22.593,0.483,-56.5,174.507,0.341
36.873,1.203e4,100.704,10.239,385.092,0.504,385.092,0.448,4.667e4,0,59.025,0.362,283.275,240.907,0,22.342,0.483,-56.5,174.371,0.339
36.923,1.204e4,100.193,10.234,385.457,0.505,385.457,0.483,4.667e4,0,59.025,0.362,283.178,240.907,0,22.094,0.483,-56.5,174.235,0.338
36.973,1.204e4,99.683,10.228,385.822,0.506,385.822,0.469,4.667e4,0,59.025,0.362,283.213,240.907,0,21.848,0.483,-56.5,174.1,0.336
37.023,1.205e4,99.173,10.223,386.187,0.507,386.187,0.456,4.667e4,0,59.025,0.362,283.246,240.907,0,21.604,0.483,-56.5,173.966,0.334
37.073,1.205e4,98.664,10.218,386.552,0.508,386.552,0.465,4.667e4,0,59.025,0.362,283.216,240.907,0,21.361,0.482,-56.5,173.832,0.333
37.123,1.206e4,98.155,10.212,386.917,0.509,386.917,0.444,4.667e4,0,59.025,0.362,283.271,240.907,0,21.12,0.482,-56.5,173.699,0.331
37.173,1.206e4,97.646,10.207,387.282,0.51,387.283,0.458,4.667e4,0,59.025,0.362,283.229,240.907,0,20.88,0.482,-56.5,173.567,0.329
37.223,1.207e4,97.137,10.202,387.647,0.511,387.648,0.449,4.667e4,0,59.025,0.362,283.252,240.907,0,20.642,0.482,-56.5,173.435,0.328
37.273,1.207e4,96.628,10.196,388.013,0.512,388.013,0.425,4.667e4,0,59.025,0.362,283.315,240.907,0,20.405,0.482,-56.5,173.304,0.326
37.323,1.208e4,96.12,10.192,388.378,0.513,388.378,0.454,4.667e4,0,59.025,0.362,283.233,240.907,0,20.17,0.482,-56.5,173.174,0.324
37.373,1.208e4,95.612,10.187,388.743,0.515,388.744,0.478,4.667e4,0,59.025,0.362,283.164,240.907,0,19.936,0.482,-56.5,173.045,0.322
37.423,1.209e4,95.105,10.182,389.109,0.516,389.109,0.454,4.667e4,0,59.025,0.362,283.226,240.907,0,19.704,0.481,-56.5,172.916,0.321
37.473,1.209e4,94.597,10.176,389.474,0.517,389.474,0.434,4.667e4,0,59.025,0.362,283.278,240.907,0,19.474,0.481,-56.5,172.788,0.319
37.523,1.21e4,94.09,10.171,389.839,0.518,389.84,0.421,4.667e4,0,59.025,0.362,283.31,240.907,0,19.245,0.481,-56.5,172.66,0.317
37.573,1.21e4,93.583,10.165,390.205,0.519,390.205,0.378,4.667e4,0,59.025,0.362,283.427,240.907,0,19.019,0.481,-56.5,172.534,0.316
37.623,1.21e4,93.077,10.16,390.57,0.52,390.571,0.321,4.667e4,0,59.025,0.362,283.581,240.907,0,18.795,0.481,-56.5,172.408,0.314
37.673,1.211e4,92.571,10.154,390.936,0.521,390.936,0.295,4.667e4,0,59.025,0.362,283.649,240.907,0,18.571,0.481,-56.5,172.282,0.312
37.723,1.211e4,92.064,10.149,391.301,0.522,391.302,0.274,4.667e4,0,59.025,0.362,283.704,240.907,0,18.349,0.481,-56.5,172.158,0.31
37.773,1.212e4,91.559,10.143,391.667,0.523,391.667,0.175,4.667e4,0,59.025,0.362,283.977,240.907,0,18.132,0.48,-56.5,172.034,0.309
37.823,1.212e4,91.053,10.138,392.032,0.524,392.032,0.111,4.667e4,0,59.025,0.362,284.153,240.907,0,17.916,0.48,-56.5,171.91,0.307
37.873,1.213e4,90.548,10.133,392.397,0.525,392.398,0.11,4.667e4,0,59.025,0.362,284.152,240.907,0,17.699,0.48,-56.5,171.788,0.305
37.923,1.213e4,90.043,10.128,392.762,0.527,392.763,0.081,4.667e4,0,59.025,0.362,284.231,240.907,0,17.484,0.48,-56.5,171.666,0.304
37.973,1.214e4,89.538,10.123,393.128,0.528,393.128,0.062,4.667e4,0,59.025,0.362,284.28,240.907,0,17.271,0.48,-56.5,171.545,0.302
38.023,1.214e4,89.034,10.118,393.492,0.529,393.493,0.051,4.667e4,0,59.025,0.362,284.308,240.907,0,17.059,0.48,-56.5,171.424,0.3
38.073,1.215e4,88.529,10.113,393.857,0.53,393.858,0.015,4.667e4,0,59.025,0.362,284.409,240.907,0,16.85,0.48,-56.5,171.304,0.299
38.123,1.215e4,88.025,10.108,394.222,0.531,394.222,0.03,4.667e4,0,59.025,0.362,284.364,240.907,0,16.644,0.479,-56.5,171.185,0.297
38.173,1.215e4,87.522,10.104,394.587,0.532,394.587,0.042,4.667e4,0,59.025,0.362,284.327,240.907,0,16.437,0.479,-56.5,171.067,0.295
38.223,1.216e4,87.018,10.099,394.951,0.533,394.952,0.074,4.667e4,0,59.025,0.362,284.233,240.907,0,16.233,0.479,-56.5,170.949,0.293
38.273,1.216e4,86.515,10.094,395.315,0.534,395.316,0.123,4.667e4,0,59.025,0.362,284.094,240.907,0,16.032,0.479,-56.5,170.832,0.292
38.323,1.217e4,86.012,10.09,395.68,0.535,395.68,0.139,4.667e4,0,59.025,0.362,284.046,240.907,0,15.83,0.479,-56.5,170.715,0.29
38.373,1.217e4,85.509,10.085,396.044,0.536,396.044,0.17,4.667e4,0,59.025,0.362,283.956,240.907,0,15.632,0.479,-56.5,170.599,0.288
38.423,1.218e4,85.006,10.081,396.408,0.538,396.408,0.199,4.667e4,0,59.025,0.362,283.873,240.907,0,15.435,0.479,-56.5,170.484,0.287
38.473,1.218e4,84.504,10.076,396.771,0.539,396.772,0.231,4.667e4,0,59.025,0.362,283.783,240.907,0,15.239,0.479,-56.5,170.37,0.285
38.523,1.218e4,84.002,10.072,397.135,0.54,397.135,0.206,4.667e4,0,59.025,0.362,283.85,240.907,0,15.042,0.478,-56.5,170.256,0.283
38.573,1.219e4,83.5,10.069,397.498,0.541,397.498,0.162,4.667e4,0,59.025,0.362,283.968,240.907,0,14.844,0.478,-56.5,170.143,0.282
38.623,1.219e4,82.998,10.064,397.861,0.542,397.862,0.229,4.667e4,0,59.025,0.362,283.78,240.907,0,14.656,0.478,-56.5,170.031,0.28
38.673,1.22e4,82.497,10.058,398.224,0.543,398.225,0.406,4.667e4,0,59.025,0.362,283.291,240.907,0,14.48,0.478,-56.5,169.919,0.278
38.723,1.22e4,81.996,10.053,398.587,0.544,398.587,0.564,4.667e4,0,59.025,0.362,282.858,240.907,0,14.306,0.478,-56.5,169.808,0.277
38.773,1.22e4,81.495,10.048,398.95,0.545,398.95,0.604,4.667e4,0,59.025,0.362,282.748,240.907,0,14.122,0.478,-56.5,169.698,0.275
38.823,1.221e4,80.994,10.045,399.312,0.546,399.312,0.591,4.667e4,0,59.025,0.362,282.779,240.907,0,13.935,0.478,-56.5,169.588,0.273
38.873,1.221e4,80.493,10.041,399.674,0.548,399.674,0.616,4.667e4,0,59.025,0.362,282.71,240.907,0,13.753,0.478,-56.5,169.479,0.272
38.923,1.222e4,79.993,10.037,400.036,0.549,400.036,0.633,4.667e4,0,59.025,0.362,282.661,240.907,0,13.571,0.478,-56.5,169.371,0.27
38.973,1.222e4,79.493,10.033,400.397,0.55,400.397,0.618,4.667e4,0,59.025,0.362,282.7,240.907,0,13.389,0.477,-56.5,169.264,0.268
39.023,1.222e4,78.993,10.029,400.758,0.551,400.759,0.641,4.667e4,0,59.025,0.362,282.637,240.907,0,13.211,0.477,-56.5,169.157,0.267
39.073,1.223e4,78.493,10.024,401.119,0.552,401.119,0.719,4.667e4,0,59.025,0.362,282.424,240.907,0,13.042,0.477,-56.5,169.05,0.265
39.123,1.223e4,77.994,10.021,401.48,0.553,401.48,0.699,4.667e4,0,59.025,0.362,282.476,240.907,0,12.863,0.477,-56.5,168.945,0.263
39.173,1.224e4,77.494,10.018,401.84,0.554,401.84,0.655,4.667e4,0,59.025,0.362,282.592,240.907,0,12.684,0.477,-56.5,168.84,0.261
39.223,1.224e4,76.995,10.013,402.2,0.555,402.2,0.74,4.667e4,0,59.025,0.362,282.362,240.907,0,12.52,0.477,-56.5,168.736,0.26
39.273,1.224e4,76.497,10.009,402.56,0.556,402.56,0.829,4.667e4,0,59.025,0.362,282.121,240.907,0,12.358,0.477,-56.5,168.632,0.258
39.323,1.225e4,75.998,10.005,402.919,0.558,402.92,0.834,4.667e4,0,59.025,0.362,282.106,240.907,0,12.189,0.477,-56.5,168.529,0.257
39.373,1.225e4,75.499,10.002,403.279,0.559,403.279,0.843,4.667e4,0,59.025,0.362,282.079,240.907,0,12.022,0.476,-56.5,168.427,0.255
39.423,1.226e4,75.001,9.998,403.637,0.56,403.638,0.842,4.667e4,0,59.025,0.362,282.08,240.907,0,11.855,0.476,-56.5,168.326,0.253
39.473,1.226e4,74.503,9.995,403.996,0.561,403.996,0.797,4.667e4,0,59.025,0.362,282.198,240.907,0,11.685,0.476,-56.5,168.225,0.252
39.523,1.226e4,74.005,9.992,404.354,0.562,404.355,0.749,4.667e4,0,59.025,0.362,282.323,240.907,0,11.516,0.476,-56.5,168.125,0.25
39.573,1.227e4,73.508,9.988,404.712,0.563,404.713,0.755,4.667e4,0,59.025,0.362,282.306,240.907,0,11.355,0.476,-56.5,168.025,0.248
39.623,1.227e4,73.01,9.985,405.07,0.564,405.071,0.712,4.667e4,0,59.025,0.362,282.418,240.907,0,11.19,0.476,-56.5,167.927,0.246
39.673,1.227e4,72.513,9.981,405.428,0.566,405.428,0.764,4.667e4,0,59.025,0.362,282.276,240.907,0,11.036,0.476,-56.5,167.829,0.245
39.723,1.228e4,72.016,9.977,405.785,0.567,405.785,0.874,4.667e4,0,59.025,0.362,281.984,240.907,0,10.89,0.476,-56.5,167.731,0.243
39.773,1.228e4,71.519,9.974,406.142,0.568,406.142,0.802,4.667e4,0,59.025,0.362,282.172,240.907,0,10.727,0.476,-56.5,167.634,0.242
39.823,1.228e4,71.023,9.972,406.499,0.569,406.499,0.686,4.667e4,0,59.025,0.362,282.478,240.907,0,10.561,0.476,-56.5,167.538,0.24
39.873,1.229e4,70.526,9.969,406.855,0.57,406.856,0.637,4.667e4,0,59.025,0.362,282.61,240.907,0,10.404,0.475,-56.5,167.443,0.238
39.923,1.229e4,70.03,9.966,407.211,0.571,407.212,0.616,4.667e4,0,59.025,0.362,282.663,240.907,0,10.251,0.475,-56.5,167.348,0.237
39.973,1.229e4,69.534,9.963,407.567,0.572,407.568,0.599,4.667e4,0,59.025,0.362,282.705,240.907,0,10.1,0.475,-56.5,167.254,0.235
40.023,1.23e4,69.038,9.96,407.923,0.573,407.924,0.547,4.667e4,0,59.025,0.362,282.846,240.907,0,9.947,0.475,-56.5,167.161,0.233
40.073,1.23e4,68.542,9.958,408.279,0.575,408.279,0.425,4.667e4,0,59.025,0.362,283.174,240.907,0,9.791,0.475,-56.5,167.068,0.231
40.123,1.23e4,68.047,9.956,408.634,0.576,408.635,0.28,4.667e4,0,59.025,0.362,283.572,240.907,0,9.635,0.475,-56.5,166.976,0.23
40.173,1.231e4,67.552,9.953,408.99,0.577,408.99,0.187,4.667e4,0,59.025,0.362,283.829,240.907,0,9.486,0.475,-56.5,166.885,0.228
40.223,1.231e4,67.057,9.951,409.345,0.578,409.345,0.111,4.667e4,0,59.025,0.362,284.038,240.907,0,9.339,0.475,-56.5,166.794,0.226
40.273,1.231e4,66.562,9.948,409.7,0.579,409.7,0.041,4.667e4,0,59.025,0.362,284.234,240.907,0,9.194,0.475,-56.5,166.704,0.225
40.323,1.232e4,66.067,9.946,410.055,0.58,410.055,0.012,4.667e4,0,59.025,0.362,284.312,240.907,0,9.051,0.475,-56.5,166.615,0.223
40.373,1.232e4,65.573,9.943,410.41,0.581,410.41,0.013,4.667e4,0,59.025,0.362,284.307,240.907,0,8.913,0.474,-56.5,166.526,0.221
40.423,1.232e4,65.078,9.94,410.765,0.583,410.765,0.027,4.667e4,0,59.025,0.362,284.268,240.907,0,8.773,0.474,-56.5,166.438,0.22
40.473,1.233e4,64.584,9.937,411.12,0.584,411.12,0.042,4.667e4,0,59.025,0.362,284.223,240.907,0,8.636,0.474,-56.5,166.351,0.218
40.523,1.233e4,64.09,9.934,411.474,0.585,411.475,0.043,4.667e4,0,59.025,0.362,284.217,240.907,0,8.504,0.474,-56.5,166.264,0.217
40.573,1.233e4,63.597,9.93,411.829,0.586,411.829,0.063,4.667e4,0,59.025,0.362,284.161,240.907,0,8.371,0.474,-56.5,166.178,0.215
40.623,1.234e4,63.103,9.927,412.183,0.587,412.184,0.079,4.667e4,0,59.025,0.362,284.112,240.907,0,8.239,0.474,-56.5,166.093,0.213
40.673,1.234e4,62.61,9.924,412.538,0.588,412.538,0.133,4.667e4,0,59.025,0.362,283.959,240.907,0,8.11,0.474,-56.5,166.009,0.212
40.723,1.234e4,62.117,9.921,412.892,0.589,412.892,0.128,4.667e4,0,59.025,0.362,283.971,240.907,0,7.979,0.474,-56.5,165.925,0.21
40.773,1.235e4,61.624,9.919,413.246,0.591,413.247,0.058,4.667e4,0,59.025,0.362,284.168,240.907,0,7.846,0.474,-56.5,165.841,0.208
40.823,1.235e4,61.131,9.917,413.6,0.592,413.601,0.02,4.667e4,0,59.025,0.362,284.271,240.907,0,7.715,0.474,-56.5,165.759,0.207
40.873,1.235e4,60.638,9.915,413.954,0.593,413.955,0.1,4.667e4,0,59.025,0.362,284.044,240.907,0,7.585,0.474,-56.5,165.677,0.205
40.923,1.236e4,60.146,9.913,414.308,0.594,414.309,0.16,4.667e4,0,59.025,0.362,283.875,240.907,0,7.457,0.473,-56.5,165.596,0.203
40.973,1.236e4,59.654,9.91,414.662,0.595,414.663,0.193,4.667e4,0,59.025,0.362,283.78,240.907,0,7.332,0.473,-56.5,165.515,0.202
41.023,1.236e4,59.162,9.907,415.016,0.596,415.017,0.135,4.667e4,0,59.025,0.362,283.943,240.907,0,7.21,0.473,-56.5,165.435,0.2
41.073,1.236e4,58.67,9.904,415.37,0.598,415.37,0.031,4.667e4,0,59.025,0.362,284.233,240.907,0,7.092,0.473,-56.5,165.356,0.198
41.123,1.237e4,58.178,9.901,415.724,0.599,415.724,0.038,4.667e4,0,59.025,0.362,284.21,240.907,0,6.973,0.473,-56.5,165.277,0.197
41.173,1.237e4,57.687,9.898,416.077,0.6,416.078,0.086,4.667e4,0,59.025,0.362,284.074,240.907,0,6.856,0.473,-56.5,165.199,0.195
41.223,1.237e4,57.195,9.895,416.431,0.601,416.431,0.108,4.667e4,0,59.025,0.362,284.012,240.907,0,6.738,0.473,-56.5,165.123,0.194
41.273,1.238e4,56.704,9.892,416.784,0.602,416.785,0.098,4.667e4,0,59.025,0.362,284.036,240.907,0,6.62,0.473,-56.5,165.052,0.192
41.323,1.238e4,56.213,9.89,417.138,0.603,417.138,0.108,4.667e4,0,59.025,0.362,284.007,240.907,0,6.504,0.473,-56.5,164.982,0.19
41.373,1.238e4,55.723,9.887,417.491,0.605,417.491,0.134,4.667e4,0,59.025,0.362,283.934,240.907,0,6.39,0.473,-56.5,164.912,0.189
41.423,1.238e4,55.232,9.886,417.844,0.606,417.845,0.029,4.667e4,0,59.025,0.362,284.226,240.907,0,6.27,0.473,-56.5,164.844,0.187
41.473,1.239e4,54.742,9.884,418.197,0.607,418.198,0.144,4.667e4,0,59.025,0.362,283.902,240.907,0,6.153,0.473,-56.5,164.775,0.185
41.523,1.239e4,54.252,9.882,418.55,0.608,418.551,0.135,4.667e4,0,59.025,0.362,283.924,240.907,0,6.042,0.472,-56.5,164.708,0.184
41.573,1.239e4,53.762,9.88,418.903,0.609,418.904,0.174,4.667e4,0,59.025,0.362,283.814,240.907,0,5.93,0.472,-56.5,164.641,0.182
41.623,1.24e4,53.272,9.878,419.256,0.61,419.257,0.273,4.667e4,0,59.025,0.362,283.537,240.907,0,5.818,0.472,-56.5,164.574,0.18
41.673,1.24e4,52.782,9.876,419.609,0.611,419.61,0.32,4.667e4,0,59.025,0.362,283.407,240.907,0,5.708,0.472,-56.5,164.508,0.179
41.723,1.24e4,52.293,9.873,419.962,0.613,419.963,0.196,4.667e4,0,59.025,0.362,283.748,240.907,0,5.604,0.472,-56.5,164.443,0.177
41.773,1.24e4,51.804,9.87,420.315,0.614,420.315,0.08,4.667e4,0,59.025,0.362,284.071,240.907,0,5.502,0.472,-56.5,164.379,0.176
41.823,1.241e4,51.315,9.868,420.668,0.615,420.668,0.115,4.667e4,0,59.025,0.362,283.971,240.907,0,5.395,0.472,-56.5,164.315,0.174
41.873,1.241e4,50.826,9.866,421.02,0.616,421.021,0.246,4.667e4,0,59.025,0.362,283.606,240.907,0,5.288,0.472,-56.5,164.251,0.172
41.923,1.241e4,50.338,9.865,421.373,0.617,421.374,0.32,4.667e4,0,59.025,0.362,283.399,240.907,0,5.183,0.472,-56.5,164.189,0.17
41.973,1.241e4,49.849,9.863,421.726,0.619,421.726,0.378,4.667e4,0,59.025,0.362,283.237,240.907,0,5.08,0.472,-56.5,164.127,0.169
42.023,1.242e4,49.361,9.86,422.078,0.62,422.079,0.328,4.667e4,0,59.025,0.362,283.375,240.907,0,4.98,0.472,-56.5,164.065,0.167
42.073,1.242e4,48.873,9.858,422.431,0.621,422.431,0.311,4.667e4,0,59.025,0.362,283.42,240.907,0,4.881,0.472,-56.5,164.004,0.166
42.123,1.242e4,48.385,9.856,422.784,0.622,422.784,0.337,4.667e4,0,59.025,0.362,283.345,240.907,0,4.781,0.472,-56.5,163.944,0.164
42.173,1.242e4,47.898,9.854,423.136,0.623,423.137,0.349,4.667e4,0,59.025,0.362,283.312,240.907,0,4.683,0.472,-56.5,163.884,0.162
42.223,1.243e4,47.411,9.852,423.489,0.624,423.489,0.274,4.667e4,0,59.025,0.362,283.516,240.907,0,4.588,0.471,-56.5,163.825,0.161
42.273,1.243e4,46.923,9.849,423.841,0.626,423.841,0.177,4.667e4,0,59.025,0.362,283.785,240.907,0,4.495,0.471,-56.5,163.767,0.159
42.323,1.243e4,46.437,9.846,424.193,0.627,424.194,0.083,4.667e4,0,59.025,0.362,284.046,240.907,0,4.406,0.472,-56.5,163.709,0.157
42.373,1.243e4,45.95,9.844,424.546,0.628,424.546,0.002,4.667e4,0,59.025,0.362,284.276,240.907,0,4.32,0.472,-56.5,163.652,0.156
42.423,1.243e4,45.463,9.842,424.898,0.629,424.899,0.007,4.667e4,0,59.025,0.362,284.26,240.907,0,4.233,0.473,-56.5,163.596,0.154
42.473,1.244e4,44.977,9.84,425.25,0.63,425.251,0.062,4.667e4,0,59.025,0.362,284.102,240.907,0,4.144,0.473,-56.5,163.54,0.153
42.523,1.244e4,44.491,9.839,425.602,0.631,425.603,0.046,4.667e4,0,59.025,0.362,284.146,240.907,0,4.058,0.474,-56.5,163.484,0.151
42.573,1.244e4,44.005,9.836,425.955,0.633,425.955,0.054,4.667e4,0,59.025,0.362,284.123,240.907,0,3.976,0.474,-56.5,163.43,0.149
42.623,1.244e4,43.52,9.834,426.307,0.634,426.307,0.194,4.667e4,0,59.025,0.362,283.73,240.907,0,3.896,0.475,-56.5,163.376,0.148
42.673,1.245e4,43.035,9.831,426.659,0.635,426.659,0.313,4.667e4,0,59.025,0.362,283.399,240.907,0,3.817,0.475,-56.5,163.322,0.146
42.723,1.245e4,42.549,9.829,427.011,0.636,427.011,0.367,4.667e4,0,59.025,0.362,283.249,240.907,0,3.737,0.476,-56.5,163.269,0.145
42.773,1.245e4,42.065,9.827,427.362,0.637,427.363,0.511,4.667e4,0,59.025,0.362,282.854,240.907,0,3.66,0.476,-56.5,163.217,0.143
42.823,1.245e4,41.58,9.824,427.714,0.639,427.715,0.759,4.667e4,0,59.025,0.362,282.184,240.907,0,3.59,0.477,-56.5,163.165,0.141
42.873,1.245e4,41.096,9.821,428.066,0.64,428.066,0.863,4.667e4,0,59.025,0.362,281.907,240.907,0,3.514,0.477,-56.5,163.114,0.14
42.923,1.246e4,40.612,9.82,428.417,0.641,428.418,0.845,4.667e4,0,59.025,0.362,281.953,240.907,0,3.434,0.478,-56.5,163.064,0.138
42.973,1.246e4,40.128,9.818,428.769,0.642,428.769,0.893,4.667e4,0,59.025,0.362,281.826,240.907,0,3.358,0.478,-56.5,163.014,0.137
43.023,1.246e4,39.644,9.817,429.12,0.643,429.121,0.88,4.667e4,0,59.025,0.362,281.859,240.907,0,3.28,0.479,-56.5,162.965,0.135
43.073,1.246e4,39.161,9.815,429.471,0.645,429.472,0.804,4.667e4,0,59.025,0.362,282.058,240.907,0,3.201,0.48,-56.5,162.917,0.133
43.123,1.246e4,38.678,9.814,429.822,0.646,429.823,0.812,4.667e4,0,59.025,0.362,282.037,240.907,0,3.126,0.48,-56.5,162.869,0.132
43.173,1.247e4,38.195,9.812,430.173,0.647,430.174,0.91,4.667e4,0,59.025,0.362,281.775,240.907,0,3.055,0.481,-56.5,162.821,0.13
43.223,1.247e4,37.713,9.81,430.524,0.648,430.525,0.934,4.667e4,0,59.025,0.362,281.711,240.907,0,2.982,0.482,-56.5,162.775,0.128
43.273,1.247e4,37.23,9.809,430.875,0.649,430.875,0.906,4.667e4,0,59.025,0.362,281.785,240.907,0,2.908,0.482,-56.5,162.728,0.127
43.323,1.247e4,36.749,9.808,431.226,0.651,431.226,0.876,4.667e4,0,59.025,0.362,281.861,240.907,0,2.835,0.483,-56.5,162.683,0.125
43.373,1.247e4,36.267,9.806,431.576,0.652,431.577,0.95,4.667e4,0,59.025,0.362,281.667,240.907,0,2.767,0.484,-56.5,162.638,0.123
43.423,1.247e4,35.786,9.804,431.927,0.653,431.927,1.13,4.667e4,0,59.025,0.362,281.196,240.907,0,2.704,0.484,-56.5,162.594,0.122
43.473,1.248e4,35.305,9.801,432.277,0.654,432.278,1.346,4.667e4,0,59.025,0.362,280.64,240.907,0,2.643,0.485,-56.5,162.55,0.12
43.523,1.248e4,34.824,9.799,432.627,0.655,432.628,1.641,4.667e4,0,59.025,0.362,279.894,240.907,0,2.588,0.486,-56.5,162.507,0.119
43.573,1.248e4,34.344,9.796,432.978,0.657,432.978,1.905,4.667e4,0,59.025,0.362,279.242,240.907,0,2.532,0.486,-56.5,162.465,0.117
43.623,1.248e4,33.864,9.795,433.328,0.658,433.328,2.074,4.667e4,0,59.025,0.362,278.831,240.907,0,2.473,0.487,-56.5,162.423,0.116
43.673,1.248e4,33.384,9.793,433.677,0.659,433.678,2.279,4.667e4,0,59.025,0.362,278.337,240.907,0,2.416,0.488,-56.5,162.382,0.114
43.723,1.248e4,32.905,9.791,434.027,0.66,434.028,2.373,4.667e4,0,59.025,0.362,278.114,240.907,0,2.355,0.488,-56.5,162.341,0.113
43.773,1.249e4,32.426,9.79,434.377,0.661,434.377,2.332,4.667e4,0,59.025,0.362,278.211,240.907,0,2.287,0.489,-56.5,162.301,0.111
43.823,1.249e4,31.948,9.788,434.726,0.663,434.727,2.453,4.667e4,0,59.025,0.362,277.923,240.907,0,2.229,0.49,-56.5,162.262,0.109
43.873,1.249e4,31.47,9.787,435.075,0.664,435.076,2.618,4.667e4,0,59.025,0.362,277.538,240.907,0,2.173,0.491,-56.5,162.223,0.108
43.923,1.249e4,30.992,9.785,435.425,0.665,435.425,2.713,4.667e4,0,59.025,0.362,277.318,240.907,0,2.115,0.492,-56.5,162.185,0.106
43.973,1.249e4,30.515,9.784,435.774,0.666,435.774,2.838,4.667e4,0,59.025,0.362,277.031,240.907,0,2.059,0.492,-56.5,162.148,0.105
44.023,1.249e4,30.039,9.782,436.122,0.667,436.123,3.089,4.667e4,0,59.025,0.362,276.46,240.907,0,2.01,0.493,-56.5,162.111,0.103
44.073,1.25e4,29.562,9.78,436.471,0.669,436.471,3.208,4.667e4,0,59.025,0.362,276.195,240.907,0,1.955,0.494,-56.5,162.075,0.102
44.123,1.25e4,29.087,9.779,436.819,0.67,436.82,3.248,4.667e4,0,59.025,0.362,276.105,240.907,0,1.897,0.495,-56.5,162.039,0.1
44.173,1.25e4,28.611,9.777,437.168,0.671,437.168,3.49,4.667e4,0,59.025,0.362,275.573,240.907,0,1.85,0.496,-56.5,162.004,0.098
44.223,1.25e4,28.137,9.776,437.516,0.672,437.516,3.797,4.667e4,0,59.025,0.362,274.909,240.907,0,1.807,0.497,-56.5,161.969,0.097
44.273,1.25e4,27.663,9.774,437.864,0.674,437.864,3.993,4.667e4,0,59.025,0.362,274.494,240.907,0,1.759,0.498,-56.5,161.936,0.095
44.323,1.25e4,27.189,9.773,438.212,0.675,438.212,3.999,4.667e4,0,59.025,0.362,274.481,240.907,0,1.701,0.499,-56.5,161.902,0.094
44.373,1.25e4,26.716,9.772,438.559,0.676,438.56,4.008,4.667e4,0,59.025,0.362,274.462,240.907,0,1.645,0.5,-56.5,161.87,0.092
44.423,1.25e4,26.244,9.771,438.907,0.677,438.907,4.141,4.667e4,0,59.025,0.362,274.183,240.907,0,1.595,0.501,-56.5,161.838,0.09
44.473,1.251e4,25.772,9.77,439.254,0.678,439.255,4.172,4.667e4,0,59.025,0.362,274.118,240.907,0,1.541,0.502,-56.5,161.806,0.089
44.523,1.251e4,25.301,9.769,439.601,0.68,439.602,4.283,4.667e4,0,59.025,0.362,273.887,240.907,0,1.492,0.503,-56.5,161.776,0.087
44.573,1.251e4,24.831,9.768,439.948,0.681,439.949,4.464,4.667e4,0,59.025,0.362,273.516,240.907,0,1.446,0.504,-56.5,161.746,0.086
44.623,1.251e4,24.362,9.766,440.295,0.682,440.296,4.75,4.667e4,0,59.025,0.362,272.94,240.907,0,1.406,0.505,-56.5,161.716,0.084
44.673,1.251e4,23.893,9.765,440.642,0.683,440.642,5.043,4.667e4,0,59.025,0.362,272.361,240.907,0,1.367,0.506,-56.5,161.687,0.083
44.723,1.251e4,23.425,9.763,440.988,0.685,440.989,5.382,4.667e4,0,59.025,0.362,271.705,240.907,0,1.33,0.507,-56.5,161.659,0.081
44.773,1.251e4,22.958,9.762,441.335,0.686,441.335,5.635,4.667e4,0,59.025,0.362,271.225,240.907,0,1.29,0.508,-56.5,161.631,0.08
44.823,1.251e4,22.492,9.761,441.681,0.687,441.681,5.844,4.667e4,0,59.025,0.362,270.836,240.907,0,1.248,0.51,-56.5,161.604,0.078
