# Simulation 8 (Data loaded from a file)
# 1012 data points written for 20 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s)
#
# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.816,1673.883,163.788,16.547,41.834,0.019,41.834,0.057,1.164e4,2676,3.291,0.027,124.4,88,0,78.677,0.445,4.12,828,0.491
7.866,1682.048,162.963,16.465,42.063,0.019,42.063,0.046,1.164e4,2676,3.291,0.027,124.4,88,0,77.75,0.444,4.067,827.1,0.488
7.916,1690.173,162.142,16.385,42.292,0.02,42.292,0.019,1.164e4,2676,3.291,0.027,124.4,88,0,76.833,0.444,4.014,826.3,0.486
7.966,1698.256,161.324,16.305,42.52,0.02,42.52,0.029,1.164e4,2676,3.291,0.027,124.4,88,0,75.929,0.443,3.961,825.5,0.484
8.016,1706.299,160.511,16.227,42.747,0.02,42.747,0.115,1.164e4,2676,3.291,0.027,124.4,88,0,75.042,0.443,3.909,824.7,0.481
8.066,1714.301,159.702,16.151,42.973,0.02,42.973,0.115,1.164e4,2676,3.291,0.027,124.3,88,0,74.164,0.443,3.857,823.9,0.479
8.116,1722.263,158.896,16.077,43.198,0.02,43.198,0.057,1.164e4,2676,3.291,0.027,124.4,88,0,73.294,0.442,3.805,823.1,0.477
8.166,1730.184,158.094,16.004,43.422,0.021,43.422,0.043,1.164e4,2676,3.291,0.027,124.4,88,0,72.439,0.442,3.754,822.3,0.474
8.216,1738.066,157.296,15.934,43.645,0.021,43.645,0.004,1.164e4,2676,3.291,0.027,124.4,88,0,71.595,0.442,3.703,821.5,0.472
8.266,1745.908,156.501,15.864,43.867,0.021,43.867,0.025,1.164e4,2676,3.291,0.027,124.4,88,0,70.766,0.441,3.652,820.7,0.469
8.316,1753.71,155.709,15.797,44.088,0.021,44.088,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,69.94,0.441,3.601,819.9,0.467
8.366,1761.472,154.921,15.729,44.309,0.021,44.309,0.115,1.164e4,2676,3.291,0.027,124.3,88,0,69.125,0.44,3.55,819.1,0.465
8.416,1769.195,154.137,15.661,44.531,0.022,44.531,0.115,1.164e4,2676,3.291,0.027,124.3,88,0,68.315,0.44,3.5,818.3,0.463
8.466,1776.88,153.356,15.587,44.752,0.022,44.752,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,67.515,0.44,3.45,817.5,0.46
8.516,1784.525,152.578,15.514,44.973,0.022,44.973,0.021,1.164e4,2676,3.291,0.027,124.4,88,0,66.727,0.439,3.401,816.8,0.458
8.566,1792.131,151.804,15.446,45.193,0.022,45.193,0.039,1.164e4,2676,3.291,0.027,124.4,88,0,65.942,0.439,3.351,816,0.456
8.616,1799.699,151.034,15.379,45.412,0.022,45.412,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,65.172,0.439,3.302,815.2,0.453
8.666,1807.228,150.267,15.313,45.63,0.023,45.63,0.115,1.164e4,2676,3.291,0.027,124.3,88,0,64.415,0.438,3.253,814.5,0.451
8.716,1814.719,149.503,15.249,45.847,0.023,45.847,0.115,1.164e4,2676,3.291,0.027,124.3,88,0,63.667,0.438,3.204,813.7,0.449
8.766,1822.172,148.742,15.186,46.063,0.023,46.063,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,62.925,0.438,3.156,813,0.447
8.816,1829.587,147.984,15.127,46.277,0.023,46.277,0.027,1.164e4,2676,3.291,0.027,124.3,88,0,62.188,0.437,3.108,812.2,0.444
8.866,1836.965,147.229,15.068,46.492,0.023,46.492,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,61.468,0.437,3.06,811.5,0.442
8.916,1844.304,146.478,15.007,46.706,0.023,46.706,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,60.755,0.437,3.012,810.7,0.44
8.966,1851.606,145.729,14.946,46.919,0.024,46.919,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,60.051,0.436,2.965,810,0.438
9.016,1858.871,144.983,14.885,47.133,0.024,47.133,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,59.351,0.436,2.917,809.2,0.436
9.066,1866.098,144.241,14.824,47.346,0.024,47.346,0.035,1.164e4,2676,3.291,0.027,124.3,88,0,58.659,0.436,2.87,808.5,0.433
9.116,1873.289,143.501,14.764,47.558,0.024,47.558,0.006,1.164e4,2676,3.291,0.027,124.3,88,0,57.975,0.435,2.824,807.8,0.431
9.166,1880.442,142.764,14.704,47.77,0.025,47.77,0.034,1.164e4,2676,3.291,0.027,124.3,88,0,57.3,0.435,2.777,807.1,0.429
9.216,1887.559,142.031,14.645,47.981,0.025,47.981,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,56.632,0.435,2.731,806.3,0.427
9.266,1894.639,141.3,14.589,48.192,0.025,48.192,0.048,1.164e4,2676,3.291,0.027,124.3,88,0,55.97,0.434,2.685,805.6,0.425
9.316,1901.683,140.572,14.534,48.401,0.025,48.401,0.007,1.164e4,2676,3.291,0.027,124.3,88,0,55.314,0.434,2.639,804.9,0.423
9.366,1908.69,139.847,14.482,48.61,0.025,48.61,0.05,1.164e4,2676,3.291,0.027,124.3,88,0,54.664,0.434,2.594,804.2,0.42
9.416,1915.661,139.124,14.428,48.819,0.026,48.819,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,54.024,0.434,2.548,803.5,0.418
9.466,1922.596,138.404,14.372,49.027,0.026,49.027,0.034,1.164e4,2676,3.291,0.027,124.3,88,0,53.393,0.433,2.503,802.8,0.416
9.516,1929.495,137.687,14.316,49.235,0.026,49.235,0.015,1.164e4,2676,3.291,0.027,124.3,88,0,52.77,0.433,2.458,802.1,0.414
9.566,1936.359,136.973,14.261,49.443,0.026,49.443,0.05,1.164e4,2676,3.291,0.027,124.3,88,0,52.154,0.433,2.414,801.4,0.412
9.616,1943.186,136.261,14.209,49.649,0.026,49.649,0.048,1.164e4,2676,3.291,0.027,124.3,88,0,51.542,0.432,2.369,800.7,0.41
9.666,1949.978,135.552,14.156,49.855,0.027,49.855,0.057,1.164e4,2676,3.291,0.027,124.2,88,0,50.943,0.432,2.325,800,0.408
9.716,1956.735,134.845,14.105,50.06,0.027,50.06,0.057,1.164e4,2676,3.291,0.027,124.3,88,0,50.345,0.432,2.281,799.3,0.406
9.766,1963.457,134.141,14.055,50.264,0.027,50.264,0.047,1.164e4,2676,3.291,0.027,124.3,88,0,49.758,0.432,2.238,798.7,0.403
9.816,1970.143,133.44,14.007,50.468,0.027,50.468,0.004,1.164e4,2676,3.291,0.027,124.3,88,0,49.174,0.431,2.194,798,0.401
9.866,1976.795,132.741,13.959,50.671,0.027,50.671,0.015,1.164e4,2676,3.291,0.027,124.3,88,0,48.6,0.431,2.151,797.3,0.399
9.916,1983.411,132.044,13.914,50.873,0.028,50.873,0.115,1.164e4,2676,3.291,0.027,124.2,88,0,48.028,0.431,2.108,796.6,0.397
9.966,1989.993,131.35,13.87,51.076,0.028,51.076,0.172,1.164e4,2676,3.291,0.027,124.2,88,0,47.462,0.431,2.065,796,0.395
10.016,1996.54,130.658,13.821,51.278,0.028,51.278,0.172,1.164e4,2676,3.291,0.027,124.2,88,0,46.901,0.43,2.022,795.3,0.393
10.066,2003.053,129.969,13.768,51.481,0.028,51.481,0.057,1.164e4,2676,3.291,0.027,124.2,88,0,46.348,0.43,1.98,794.7,0.391
10.116,2009.531,129.282,13.718,51.683,0.028,51.683,0.016,1.164e4,2676,3.291,0.027,124.3,88,0,45.8,0.43,1.938,794,0.389
10.166,2015.974,128.597,13.67,51.885,0.029,51.885,0.027,1.164e4,2676,3.291,0.027,124.3,88,0,45.258,0.429,1.896,793.4,0.387
10.216,2022.384,127.915,13.622,52.086,0.029,52.086,0.115,1.164e4,2676,3.291,0.027,124.2,88,0,44.728,0.429,1.855,792.8,0.385
10.266,2028.76,127.235,13.575,52.286,0.029,52.286,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,44.204,0.429,1.813,792.2,0.383
10.316,2035.101,126.557,13.531,52.485,0.029,52.485,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,43.68,0.429,1.772,791.6,0.381
10.366,2041.409,125.882,13.487,52.683,0.029,52.683,0.115,1.164e4,2676,3.291,0.027,124.2,88,0,43.162,0.428,1.731,791,0.379
10.416,2047.683,125.208,13.445,52.881,0.03,52.881,0.057,1.164e4,2676,3.291,0.027,124.2,88,0,42.651,0.428,1.69,790.4,0.377
10.466,2053.924,124.537,13.404,53.077,0.03,53.077,0.013,1.164e4,2676,3.291,0.027,124.3,88,0,42.146,0.428,1.649,789.8,0.375
10.516,2060.131,123.868,13.367,53.274,0.03,53.274,0.115,1.164e4,2676,3.291,0.027,124.2,88,0,41.645,0.428,1.609,789.2,0.373
10.566,2066.304,123.201,13.327,53.47,0.03,53.47,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,41.153,0.428,1.569,788.6,0.371
10.616,2072.445,122.536,13.285,53.666,0.031,53.666,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,40.663,0.427,1.529,788,0.369
10.666,2078.552,121.873,13.242,53.863,0.031,53.863,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,40.177,0.427,1.489,787.4,0.367
10.716,2084.626,121.213,13.196,54.059,0.031,54.059,0.053,1.164e4,2676,3.291,0.027,124.2,88,0,39.697,0.427,1.45,786.8,0.365
10.766,2090.667,120.554,13.151,54.255,0.031,54.255,0.03,1.164e4,2676,3.291,0.027,124.2,88,0,39.223,0.427,1.411,786.2,0.363
10.816,2096.675,119.898,13.109,54.451,0.031,54.451,0.057,1.164e4,2676,3.291,0.027,124.2,88,0,38.752,0.426,1.372,785.6,0.361
10.866,2102.65,119.243,13.069,54.646,0.032,54.646,0.115,1.164e4,2676,3.291,0.027,124.2,88,0,38.287,0.426,1.333,785.1,0.359
10.916,2108.593,118.591,13.029,54.84,0.032,54.84,0.115,1.164e4,2676,3.291,0.027,124.2,88,0,37.826,0.426,1.294,784.5,0.357
10.966,2114.503,117.941,12.989,55.033,0.032,55.033,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,37.373,0.426,1.256,783.9,0.355
11.016,2120.381,117.292,12.951,55.226,0.032,55.226,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,36.926,0.425,1.218,783.4,0.353
11.066,2126.226,116.646,12.913,55.418,0.032,55.418,0.115,1.164e4,2676,3.291,0.027,124.2,88,0,36.48,0.425,1.18,782.8,0.352
11.116,2132.039,116.001,12.877,55.609,0.033,55.609,0.057,1.164e4,2676,3.291,0.027,124.2,88,0,36.041,0.425,1.142,782.2,0.35
11.166,2137.82,115.358,12.841,55.799,0.033,55.799,0.011,1.164e4,2676,3.291,0.027,124.2,88,0,35.607,0.425,1.104,781.7,0.348
11.216,2143.568,114.717,12.807,55.989,0.033,55.989,0.054,1.164e4,2676,3.291,0.027,124.2,88,0,35.177,0.425,1.067,781.1,0.346
11.266,2149.285,114.078,12.775,56.179,0.033,56.179,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,34.75,0.424,1.03,780.6,0.344
11.316,2154.97,113.44,12.742,56.369,0.034,56.369,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,34.328,0.424,0.993,780,0.342
11.366,2160.623,112.804,12.707,56.559,0.034,56.559,0.229,1.164e4,2676,3.291,0.027,124,88,0,33.909,0.424,0.956,779.5,0.34
11.416,2166.244,112.17,12.666,56.749,0.034,56.749,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,33.495,0.424,0.919,779,0.338
11.466,2171.833,111.538,12.623,56.939,0.034,56.939,0.041,1.164e4,2676,3.291,0.027,124.2,88,0,33.09,0.424,0.883,778.4,0.336
11.516,2177.391,110.908,12.585,57.128,0.034,57.128,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,32.689,0.423,0.847,777.9,0.335
11.566,2182.918,110.28,12.55,57.317,0.035,57.317,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,32.288,0.423,0.811,777.3,0.333
11.616,2188.413,109.653,12.517,57.505,0.035,57.505,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,31.89,0.423,0.775,776.8,0.331
11.666,2193.877,109.028,12.483,57.692,0.035,57.692,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,31.496,0.423,0.74,776.3,0.329
11.716,2199.309,108.405,12.453,57.878,0.035,57.878,0.016,1.164e4,2676,3.291,0.027,124.2,88,0,31.102,0.423,0.704,775.8,0.327
11.766,2204.711,107.783,12.424,58.064,0.035,58.064,0.057,1.164e4,2676,3.291,0.027,124.1,88,0,30.715,0.422,0.669,775.2,0.325
11.816,2210.081,107.163,12.395,58.249,0.036,58.249,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,30.333,0.422,0.634,774.7,0.323
11.866,2215.421,106.544,12.365,58.435,0.036,58.435,0.172,1.164e4,2676,3.291,0.027,124,88,0,29.955,0.422,0.6,774.2,0.322
11.916,2220.729,105.927,12.332,58.62,0.036,58.62,0.172,1.164e4,2676,3.291,0.027,124.1,88,0,29.58,0.422,0.565,773.7,0.32
11.966,2226.007,105.312,12.298,58.806,0.036,58.806,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,29.208,0.422,0.531,773.2,0.318
12.016,2231.254,104.698,12.265,58.992,0.037,58.992,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,28.839,0.422,0.497,772.7,0.316
12.066,2236.47,104.086,12.231,59.177,0.037,59.177,0.057,1.164e4,2676,3.291,0.027,124.1,88,0,28.473,0.421,0.463,772.2,0.314
12.116,2241.656,103.475,12.198,59.362,0.037,59.362,0.012,1.164e4,2676,3.291,0.027,124.2,88,0,28.111,0.421,0.429,771.7,0.312
12.166,2246.811,102.867,12.165,59.547,0.037,59.547,0.056,1.164e4,2676,3.291,0.027,124.1,88,0,27.754,0.421,0.396,771.2,0.311
12.216,2251.936,102.259,12.133,59.731,0.037,59.731,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,27.4,0.421,0.362,770.7,0.309
12.266,2257.031,101.653,12.101,59.915,0.038,59.915,0.172,1.164e4,2676,3.291,0.027,124,88,0,27.056,0.421,0.329,770.2,0.307
12.316,2262.095,101.049,12.071,60.098,0.038,60.098,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,26.717,0.42,0.296,769.7,0.305
12.366,2267.129,100.446,12.041,60.28,0.038,60.28,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,26.379,0.42,0.264,769.2,0.303
12.416,2272.133,99.845,12.012,60.462,0.038,60.462,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,26.041,0.42,0.231,768.8,0.302
12.466,2277.107,99.245,11.984,60.642,0.038,60.642,0.229,1.164e4,2676,3.291,0.027,124,88,0,25.706,0.42,0.199,768.3,0.3
12.516,2282.051,98.647,11.958,60.821,0.039,60.821,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,25.373,0.42,0.167,767.8,0.298
12.566,2286.965,98.049,11.937,61,0.039,61,0.057,1.164e4,2676,3.291,0.027,124.1,88,0,25.042,0.42,0.135,767.3,0.296
12.616,2291.849,97.453,11.916,61.178,0.039,61.178,0.229,1.164e4,2676,3.291,0.027,124,88,0,24.72,0.419,0.103,766.9,0.294
12.666,2296.704,96.859,11.894,61.357,0.039,61.357,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,24.403,0.419,0.071,766.4,0.293
12.716,2301.529,96.265,11.866,61.536,0.04,61.536,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,24.087,0.419,0.04,765.9,0.291
12.766,2306.324,95.673,11.84,61.715,0.04,61.715,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,23.772,0.419,0.009,765.5,0.289
12.816,2311.089,95.083,11.811,61.895,0.04,61.895,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,23.459,0.419,-0.022,765,0.287
12.866,2315.825,94.493,11.782,62.074,0.04,62.074,0.229,1.164e4,2676,3.291,0.027,124,88,0,23.146,0.419,-0.053,764.6,0.286
12.916,2320.532,93.906,11.751,62.254,0.04,62.254,0.172,1.164e4,2676,3.291,0.027,124,88,0,22.837,0.418,-0.083,764.1,0.284
12.966,2325.209,93.319,11.72,62.434,0.041,62.434,0.049,1.164e4,2676,3.291,0.027,124.1,88,0,22.532,0.418,-0.114,763.6,0.282
13.016,2329.857,92.734,11.69,62.613,0.041,62.613,0.044,1.164e4,2676,3.291,0.027,124.1,88,0,22.23,0.418,-0.144,763.2,0.28
13.066,2334.476,92.15,11.661,62.792,0.041,62.792,0.172,1.164e4,2676,3.291,0.027,124,88,0,21.936,0.418,-0.174,762.8,0.279
13.116,2339.065,91.568,11.634,62.971,0.041,62.971,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,21.646,0.418,-0.204,762.3,0.277
13.166,2343.625,90.987,11.608,63.148,0.042,63.148,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,21.36,0.418,-0.234,761.9,0.275
13.216,2348.157,90.407,11.584,63.325,0.042,63.325,0.344,1.164e4,2676,3.291,0.027,123.9,88,0,21.069,0.418,-0.263,761.4,0.273
13.266,2352.659,89.829,11.561,63.501,0.042,63.501,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,20.776,0.417,-0.292,761,0.272
13.316,2357.133,89.251,11.538,63.676,0.042,63.676,0.172,1.164e4,2676,3.291,0.027,124,88,0,20.493,0.417,-0.321,760.6,0.27
13.366,2361.578,88.675,11.516,63.85,0.043,63.85,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,20.212,0.417,-0.35,760.1,0.268
13.416,2365.994,88.1,11.494,64.024,0.043,64.024,0.021,1.164e4,2676,3.291,0.027,124.1,88,0,19.936,0.417,-0.379,759.7,0.266
13.466,2370.381,87.526,11.473,64.198,0.043,64.198,0.057,1.164e4,2676,3.291,0.027,124.1,88,0,19.663,0.417,-0.407,759.3,0.265
13.516,2374.739,86.953,11.455,64.371,0.043,64.372,0.172,1.164e4,2676,3.291,0.027,124,88,0,19.392,0.417,-0.436,758.9,0.263
13.566,2379.069,86.382,11.435,64.545,0.043,64.545,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,19.125,0.417,-0.464,758.5,0.261
13.616,2383.371,85.811,11.411,64.718,0.044,64.718,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,18.861,0.416,-0.492,758.1,0.26
13.666,2387.643,85.241,11.39,64.892,0.044,64.892,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,18.598,0.416,-0.52,757.6,0.258
13.716,2391.888,84.673,11.368,65.066,0.044,65.066,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,18.336,0.416,-0.547,757.2,0.256
13.766,2396.104,84.106,11.344,65.24,0.044,65.24,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,18.077,0.416,-0.575,756.8,0.254
13.816,2400.291,83.54,11.319,65.413,0.045,65.413,0.172,1.164e4,2676,3.291,0.027,124,88,0,17.819,0.416,-0.602,756.4,0.253
13.866,2404.45,82.975,11.294,65.587,0.045,65.587,0.115,1.164e4,2676,3.291,0.027,124.1,88,0,17.565,0.416,-0.629,756,0.251
13.916,2408.581,82.411,11.269,65.761,0.045,65.761,0.023,1.164e4,2676,3.291,0.027,124.1,88,0,17.315,0.416,-0.656,755.6,0.249
13.966,2412.684,81.848,11.246,65.934,0.045,65.934,0.057,1.164e4,2676,3.291,0.027,124.1,88,0,17.065,0.415,-0.682,755.2,0.248
14.016,2416.759,81.287,11.223,66.107,0.045,66.107,0.172,1.164e4,2676,3.291,0.027,124,88,0,16.821,0.415,-0.709,754.8,0.246
14.066,2420.805,80.727,11.201,66.28,0.046,66.28,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,16.579,0.415,-0.735,754.4,0.244
14.116,2424.824,80.167,11.179,66.452,0.046,66.452,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,16.343,0.415,-0.761,754.1,0.243
14.166,2428.815,79.609,11.157,66.623,0.046,66.623,0.401,1.164e4,2676,3.291,0.027,123.8,88,0,16.112,0.415,-0.787,753.7,0.241
14.216,2432.778,79.052,11.137,66.794,0.046,66.794,0.401,1.164e4,2676,3.291,0.027,123.8,88,0,15.876,0.415,-0.813,753.3,0.239
14.266,2436.713,78.495,11.118,66.964,0.047,66.964,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,15.641,0.415,-0.839,752.9,0.238
14.316,2440.62,77.94,11.1,67.133,0.047,67.133,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,15.406,0.415,-0.864,752.5,0.236
14.366,2444.499,77.386,11.082,67.301,0.047,67.301,0.172,1.164e4,2676,3.291,0.027,124,88,0,15.178,0.414,-0.889,752.2,0.234
14.416,2448.351,76.832,11.065,67.47,0.047,67.47,0.049,1.164e4,2676,3.291,0.027,124.1,88,0,14.952,0.414,-0.914,751.8,0.233
14.466,2452.175,76.28,11.049,67.637,0.048,67.637,0.049,1.164e4,2676,3.291,0.027,124.1,88,0,14.729,0.414,-0.939,751.4,0.231
14.516,2455.972,75.728,11.034,67.805,0.048,67.805,0.172,1.164e4,2676,3.291,0.027,124,88,0,14.508,0.414,-0.964,751.1,0.229
14.566,2459.741,75.177,11.017,67.973,0.048,67.973,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,14.292,0.414,-0.988,750.7,0.228
14.616,2463.482,74.627,11,68.14,0.048,68.14,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,14.077,0.414,-1.013,750.3,0.226
14.666,2467.196,74.078,10.983,68.308,0.049,68.308,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,13.864,0.414,-1.037,750,0.224
14.716,2470.882,73.53,10.967,68.476,0.049,68.476,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,13.652,0.414,-1.061,749.6,0.223
14.766,2474.541,72.983,10.951,68.643,0.049,68.644,0.401,1.164e4,2676,3.291,0.027,123.8,88,0,13.441,0.414,-1.085,749.3,0.221
14.816,2478.173,72.437,10.931,68.812,0.049,68.812,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,13.232,0.413,-1.108,748.9,0.219
14.866,2481.777,71.892,10.908,68.98,0.049,68.98,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,13.025,0.413,-1.132,748.6,0.218
14.916,2485.354,71.347,10.886,69.148,0.05,69.148,0.115,1.164e4,2676,3.291,0.027,124,88,0,12.821,0.413,-1.155,748.2,0.216
14.966,2488.904,70.804,10.87,69.316,0.05,69.316,0.115,1.164e4,2676,3.291,0.027,124,88,0,12.616,0.413,-1.178,747.9,0.215
15.016,2492.427,70.261,10.851,69.484,0.05,69.484,0.115,1.164e4,2676,3.291,0.027,124,88,0,12.413,0.413,-1.201,747.6,0.213
15.066,2495.922,69.72,10.83,69.652,0.05,69.652,0.057,1.164e4,2676,3.291,0.027,124.1,88,0,12.217,0.413,-1.223,747.2,0.211
15.116,2499.39,69.179,10.81,69.819,0.051,69.819,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,12.025,0.413,-1.246,746.9,0.21
15.166,2502.832,68.639,10.791,69.986,0.051,69.986,0.286,1.164e4,2676,3.291,0.027,123.8,88,0,11.835,0.413,-1.268,746.6,0.208
15.216,2506.246,68.1,10.774,70.153,0.051,70.153,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,11.643,0.413,-1.291,746.3,0.206
15.266,2509.634,67.562,10.759,70.319,0.051,70.319,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,11.449,0.412,-1.313,745.9,0.205
15.316,2512.994,67.025,10.743,70.485,0.052,70.485,0.286,1.164e4,2676,3.291,0.027,123.9,88,0,11.26,0.412,-1.334,745.6,0.203
15.366,2516.328,66.489,10.728,70.65,0.052,70.65,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,11.074,0.412,-1.356,745.3,0.202
15.416,2519.635,65.953,10.714,70.814,0.052,70.814,0.172,1.164e4,2676,3.291,0.027,124,88,0,10.888,0.412,-1.378,745,0.2
15.466,2522.915,65.418,10.698,70.979,0.052,70.979,0.172,1.164e4,2676,3.291,0.027,124,88,0,10.707,0.412,-1.399,744.7,0.198
15.516,2526.169,64.884,10.684,71.143,0.053,71.143,0.115,1.164e4,2676,3.291,0.027,124,88,0,10.527,0.412,-1.42,744.4,0.197
15.566,2529.395,64.35,10.67,71.307,0.053,71.307,0.044,1.164e4,2676,3.291,0.027,124.1,88,0,10.349,0.412,-1.441,744.1,0.195
15.616,2532.595,63.818,10.656,71.47,0.053,71.47,0.012,1.164e4,2676,3.291,0.027,124.1,88,0,10.173,0.412,-1.462,743.8,0.194
15.666,2535.769,63.286,10.645,71.633,0.053,71.633,0.115,1.164e4,2676,3.291,0.027,124,88,0,9.997,0.412,-1.482,743.6,0.192
15.716,2538.916,62.755,10.631,71.797,0.054,71.797,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,9.825,0.412,-1.503,743.3,0.19
15.766,2542.036,62.224,10.616,71.96,0.054,71.96,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,9.656,0.412,-1.523,743,0.189
15.816,2545.129,61.694,10.603,72.123,0.054,72.123,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,9.487,0.411,-1.543,742.7,0.187
15.866,2548.197,61.165,10.589,72.286,0.054,72.286,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,9.321,0.411,-1.563,742.4,0.186
15.916,2551.237,60.637,10.574,72.449,0.055,72.449,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,9.156,0.411,-1.583,742.1,0.184
15.966,2554.251,60.109,10.559,72.612,0.055,72.612,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,8.993,0.411,-1.603,741.9,0.182
16.016,2557.239,59.582,10.545,72.775,0.055,72.775,0.172,1.164e4,2676,3.291,0.027,123.9,88,0,8.831,0.411,-1.622,741.6,0.181
16.066,2560.201,59.056,10.53,72.938,0.055,72.938,0.115,1.164e4,2676,3.291,0.027,124,88,0,8.671,0.411,-1.641,741.3,0.179
16.116,2563.136,58.531,10.516,73.101,0.056,73.101,0.115,1.164e4,2676,3.291,0.027,124,88,0,8.513,0.411,-1.66,741,0.178
16.166,2566.045,58.006,10.502,73.264,0.056,73.264,0.115,1.164e4,2676,3.291,0.027,124,88,0,8.356,0.411,-1.679,740.8,0.176
16.216,2568.927,57.482,10.487,73.427,0.056,73.427,0.004,1.164e4,2676,3.291,0.027,124.1,88,0,8.203,0.411,-1.698,740.5,0.174
16.266,2571.784,56.959,10.475,73.589,0.056,73.589,0.041,1.164e4,2676,3.291,0.027,124,88,0,8.048,0.411,-1.717,740.3,0.173
16.316,2574.614,56.436,10.46,73.751,0.057,73.751,0.057,1.164e4,2676,3.291,0.027,124,88,0,7.898,0.411,-1.735,740,0.171
16.366,2577.418,55.914,10.444,73.914,0.057,73.914,0.229,1.164e4,2676,3.291,0.027,123.9,88,0,7.752,0.41,-1.753,739.7,0.17
16.416,2580.196,55.393,10.43,74.075,0.057,74.075,0.344,1.164e4,2676,3.291,0.027,123.8,88,0,7.609,0.41,-1.771,739.5,0.168
16.466,2582.948,54.872,10.417,74.237,0.057,74.237,0.401,1.164e4,2676,3.291,0.027,123.7,88,0,7.464,0.41,-1.789,739.2,0.167
16.516,2585.674,54.352,10.403,74.398,0.058,74.398,0.458,1.164e4,2676,3.291,0.027,123.7,88,0,7.323,0.41,-1.807,739,0.165
16.566,2588.374,53.833,10.39,74.559,0.058,74.559,0.516,1.164e4,2676,3.291,0.027,123.6,88,0,7.185,0.41,-1.824,738.7,0.163
