# Simulation 2 (Up to date)
# 1216 data points written for 20 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (36.1 m/s):  "Main Parachute"
#
# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.01,-4.889e-5,0.01,0.976,0,0,0,90.126,3.326e4,1.199e4,11.616,0.199,NaN,166.4,293.152,0,0.359,11.038,942.4,0.015
0.02,8.327e-4,0.167,16.659,0,0,0,88.064,3.325e4,1.198e4,11.614,0.199,NaN,166.4,879.455,1.566e-5,0.359,11.038,942.4,0.014
0.03,0.004,0.51,34.303,0,0,0,83.996,3.324e4,1.197e4,11.612,0.199,NaN,166.4,1465.759,4.339e-4,0.359,11.038,942.4,0.014
0.04,0.012,1.029,51.957,0,0,0,77.865,3.323e4,1.196e4,11.611,0.199,NaN,166.4,2052.062,0.003,0.359,11.038,942.4,0.015
# Event LIFTOFF occurred at t=0.05 seconds
0.05,0.026,1.701,67.237,0,0,0,70.245,3.322e4,1.195e4,11.608,0.199,NaN,166.4,2558.862,0.014,0.358,11.037,942.4,0.015
0.06,0.046,2.383,68.173,0,0,0,63.426,3.32e4,1.193e4,11.605,0.199,NaN,166.4,2588.641,0.034,0.355,11.037,942.4,0.016
0.07,0.073,3.055,67.208,0,0,0,57.41,3.319e4,1.191e4,11.601,0.199,NaN,166.3,2555.291,0.065,0.352,11.037,942.4,0.017
0.08,0.107,3.795,74.034,0,0,0,51.681,3.317e4,1.19e4,11.598,0.199,NaN,166.3,2780.315,0.112,0.349,11.037,942.4,0.018
0.09,0.149,4.604,80.986,0,0,0,46.295,3.315e4,1.188e4,11.594,0.199,NaN,166.3,3009.275,0.177,0.345,11.037,942.3,0.02
0.1,0.199,5.378,77.369,0,0,0,41.998,3.313e4,1.186e4,11.59,0.199,NaN,166.3,2887.884,0.251,0.342,11.036,942.3,0.021
0.11,0.257,6.104,72.605,0,0,0,38.56,3.311e4,1.184e4,11.587,0.199,NaN,166.3,2728.617,0.332,0.339,11.036,942.3,0.023
0.12,0.321,6.782,67.835,0,0,0,35.81,3.309e4,1.182e4,11.583,0.199,NaN,166.3,2569.35,0.415,0.336,11.036,942.3,0.025
0.13,0.392,7.422,64.032,0,0,0,33.518,3.308e4,1.181e4,11.58,0.199,NaN,166.2,2442.3,0.501,0.334,11.035,942.3,0.026
0.14,0.47,8.064,64.229,0,0,0,31.513,3.306e4,1.179e4,11.577,0.199,NaN,166.2,2447.701,0.593,0.331,11.035,942.3,0.028
0.15,0.553,8.712,64.86,0,0,0,29.737,3.304e4,1.177e4,11.573,0.199,NaN,166.2,2467.422,0.691,0.329,11.034,942.3,0.03
0.16,0.644,9.367,65.491,0,0,0,27.96,3.303e4,1.176e4,11.57,0.199,NaN,166.2,2487.142,0.797,0.327,11.033,942.3,0.031
0.17,0.741,10.028,66.123,0,0,0,26.356,3.301e4,1.174e4,11.567,0.199,NaN,166.2,2506.862,0.909,0.325,11.033,942.3,0.033
0.18,0.844,10.696,66.755,0,0,0,24.866,3.299e4,1.172e4,11.563,0.199,NaN,166.2,2526.583,1.028,0.323,11.032,942.3,0.035
0.19,0.955,11.369,67.368,0,0,0,23.549,3.298e4,1.171e4,11.56,0.199,NaN,166.1,2545.641,1.152,0.321,11.031,942.3,0.037
0.2,1.072,12.047,67.796,0,0,0,22.345,3.296e4,1.169e4,11.557,0.199,NaN,166.1,2558.571,1.285,0.32,11.031,942.2,0.039
0.21,1.196,12.729,68.179,0,0,0,21.429,3.294e4,1.167e4,11.553,0.199,NaN,166.1,2570.011,1.429,0.32,11.03,942.2,0.04
0.22,1.326,13.414,68.562,0,0,0,20.569,3.293e4,1.166e4,11.55,0.199,NaN,166.1,2581.451,1.58,0.32,11.029,942.2,0.042
0.23,1.464,14.103,68.946,0,0,0,19.767,3.291e4,1.164e4,11.547,0.199,NaN,166.1,2592.891,1.738,0.32,11.028,942.2,0.044
0.24,1.609,14.794,69.106,0,0,0,19.022,3.289e4,1.162e4,11.543,0.199,NaN,166.1,2596.975,1.902,0.321,11.027,942.2,0.046
0.25,1.76,15.483,68.94,0,0,0,18.335,3.288e4,1.16e4,11.54,0.199,NaN,166,2590.343,2.073,0.321,11.026,942.2,0.048
0.26,1.918,16.171,68.771,0,0,0,17.59,3.286e4,1.159e4,11.536,0.199,NaN,166,2583.619,2.245,0.321,11.025,942.1,0.05
0.27,2.083,16.857,68.602,0,0,0,16.902,3.284e4,1.157e4,11.533,0.199,NaN,166,2576.896,2.422,0.321,11.024,942.1,0.052
0.28,2.255,17.541,68.432,0,0,0,16.215,3.282e4,1.155e4,11.529,0.199,NaN,166,2570.173,2.601,0.321,11.023,942.1,0.054
0.29,2.434,18.223,68.263,0,0,0,15.584,3.281e4,1.154e4,11.526,0.199,NaN,166,2563.45,2.782,0.321,11.022,942.1,0.056
0.3,2.62,18.904,68.104,0,0,0,15.011,3.279e4,1.152e4,11.523,0.199,NaN,166,2557.108,2.966,0.321,11.021,942.1,0.058
0.31,2.812,19.587,68.33,0,0,0,14.496,3.277e4,1.15e4,11.519,0.199,NaN,165.9,2563.349,3.152,0.321,11.019,942,0.06
0.32,3.012,20.275,68.742,0,0,0,13.98,3.276e4,1.148e4,11.516,0.198,NaN,165.9,2575.69,3.342,0.321,11.018,942,0.062
0.33,3.218,20.966,69.155,0,0,0,13.465,3.274e4,1.147e4,11.512,0.198,NaN,165.9,2588.031,3.537,0.321,11.017,942,0.064
0.34,3.431,21.661,69.567,0,0,0,13.006,3.272e4,1.145e4,11.509,0.198,NaN,165.9,2600.373,3.737,0.321,11.015,942,0.066
0.35,3.651,22.361,69.98,0,0,0,12.605,3.27e4,1.143e4,11.505,0.198,NaN,165.9,2612.714,3.942,0.321,11.014,942,0.068
0.36,3.878,23.065,70.393,0,0,0,12.261,3.269e4,1.141e4,11.502,0.198,NaN,165.9,2625.055,4.161,0.321,11.012,941.9,0.07
0.37,4.112,23.773,70.806,0,0,0,11.975,3.267e4,1.14e4,11.498,0.198,NaN,165.8,2637.396,4.387,0.321,11.011,941.9,0.072
0.38,4.354,24.483,71.062,0,0,0,11.688,3.265e4,1.138e4,11.495,0.198,NaN,165.8,2644.579,4.619,0.321,11.009,941.9,0.074
0.39,4.602,25.194,71.088,0,0,0,11.402,3.263e4,1.136e4,11.491,0.198,NaN,165.8,2644.248,4.857,0.321,11.008,941.8,0.076
0.4,4.857,25.905,71.112,0,0,0,11.115,3.262e4,1.135e4,11.488,0.198,NaN,165.8,2643.854,5.1,0.321,11.006,941.8,0.078
0.41,5.12,26.616,71.136,0,0,0,10.886,3.26e4,1.133e4,11.484,0.198,NaN,165.8,2643.459,5.346,0.321,11.004,941.8,0.08
0.42,5.39,27.327,71.16,0,0,0,10.6,3.258e4,1.131e4,11.481,0.198,NaN,165.7,2643.064,5.597,0.321,11.003,941.8,0.082
0.43,5.667,28.039,71.183,0,0,0,10.371,3.256e4,1.129e4,11.477,0.198,NaN,165.7,2642.669,5.853,0.321,11.001,941.7,0.084
0.44,5.951,28.751,71.207,0,0,0,10.141,3.255e4,1.128e4,11.474,0.198,NaN,165.7,2642.274,6.116,0.321,10.999,941.7,0.086
0.45,6.242,29.463,71.23,0,0,0,9.912,3.253e4,1.126e4,11.47,0.198,NaN,165.7,2641.88,6.384,0.321,10.997,941.7,0.088
0.46,6.54,30.175,71.253,0,0,0,9.626,3.251e4,1.124e4,11.467,0.198,NaN,165.7,2641.485,6.645,0.321,10.995,941.6,0.091
0.47,6.845,30.888,71.277,0,0,0,9.339,3.249e4,1.122e4,11.463,0.198,NaN,165.7,2641.09,6.911,0.321,10.993,941.6,0.093
0.48,7.158,31.601,71.3,0,0,0,9.11,3.248e4,1.121e4,11.46,0.198,NaN,165.6,2640.695,7.183,0.321,10.991,941.6,0.095
0.49,7.477,32.314,71.323,0,0,0,8.881,3.246e4,1.119e4,11.456,0.198,NaN,165.6,2640.3,7.46,0.321,10.989,941.5,0.097
0.5,7.804,33.027,71.346,0,0,0,8.594,3.244e4,1.117e4,11.453,0.198,NaN,165.6,2639.906,7.742,0.321,10.987,941.5,0.099
0.51,8.138,33.741,71.369,0,0,0,8.422,3.242e4,1.115e4,11.449,0.198,NaN,165.6,2639.511,8.036,0.322,10.985,941.5,0.101
0.52,8.479,34.454,71.391,0,0,0,8.251,3.241e4,1.114e4,11.445,0.198,NaN,165.6,2639.116,8.335,0.322,10.982,941.4,0.103
0.53,8.827,35.168,71.413,0,0,0,8.021,3.239e4,1.112e4,11.442,0.198,NaN,165.5,2638.721,8.64,0.322,10.98,941.4,0.105
0.54,9.182,35.882,71.428,0,0,0,7.85,3.237e4,1.11e4,11.438,0.198,NaN,165.5,2638.085,8.951,0.322,10.978,941.3,0.107
0.55,9.544,36.596,71.411,0,0,0,7.678,3.235e4,1.108e4,11.435,0.198,NaN,165.5,2636.457,9.267,0.322,10.976,941.3,0.109
0.56,9.914,37.31,71.39,0,0,0,7.506,3.234e4,1.107e4,11.431,0.198,NaN,165.5,2634.722,9.59,0.322,10.973,941.3,0.111
0.57,10.291,38.024,71.37,0,0,0,7.391,3.232e4,1.105e4,11.428,0.198,NaN,165.5,2632.987,9.919,0.322,10.971,941.2,0.113
0.58,10.674,38.737,71.349,0,0,0,7.219,3.23e4,1.103e4,11.424,0.198,NaN,165.5,2631.251,10.253,0.322,10.968,941.2,0.116
0.59,11.065,39.45,71.328,0,0,0,7.105,3.228e4,1.101e4,11.421,0.198,NaN,165.4,2629.516,10.593,0.322,10.966,941.1,0.118
0.6,11.463,40.163,71.307,0,0,0,6.933,3.227e4,1.1e4,11.417,0.198,NaN,165.4,2627.781,10.939,0.322,10.963,941.1,0.12
0.61,11.869,40.876,71.286,0,0,0,6.818,3.225e4,1.098e4,11.414,0.198,NaN,165.4,2626.045,11.292,0.322,10.96,941,0.122
# Event LAUNCHROD occurred at t=0.62 seconds
0.62,12.281,41.588,71.264,0,0,0,6.704,3.223e4,1.096e4,11.41,0.198,NaN,165.4,2624.31,11.651,0.322,10.958,941,0.124
0.635,12.913,42.657,71.254,-1.278e-4,0,1.278e-4,6.474,3.221e4,1.094e4,11.405,0.198,185.9,165.4,2622.141,12.191,0.322,10.954,940.9,0.127
0.658,13.891,44.258,71.225,-8.004e-4,0,8.004e-4,6.188,3.217e4,1.09e4,11.397,0.198,186.2,165.3,2618.887,13.032,0.322,10.947,940.8,0.132
0.691,15.425,46.659,71.179,-0.003,-5.257e-9,0.003,5.844,3.211e4,1.084e4,11.385,0.198,186.5,165.3,2614.007,14.366,0.323,10.937,940.6,0.139
0.741,17.846,50.21,71.107,-0.008,-2.204e-8,0.008,5.157,3.202e4,1.075e4,11.368,0.198,187.2,165.2,2606.74,16.389,0.323,10.922,940.4,0.149
0.791,20.446,53.756,70.987,-0.015,-1.167e-7,0.015,4.354,3.194e4,1.067e4,11.35,0.198,188,165.1,2598.064,18.469,0.323,10.905,940.1,0.16
0.841,23.222,57.295,70.86,-0.024,-4.11e-7,0.024,3.724,3.185e4,1.058e4,11.332,0.197,188.7,165,2589.387,20.752,0.324,10.887,939.8,0.17
0.891,26.175,60.828,70.732,-0.031,-1.038e-6,0.031,2.922,3.177e4,1.049e4,11.314,0.197,189.6,164.9,2580.711,23.081,0.324,10.867,939.4,0.181
0.941,29.304,64.353,70.6,-0.035,-2.032e-6,0.035,2.005,3.168e4,1.041e4,11.296,0.197,190.7,164.8,2572.034,25.552,0.325,10.847,939.1,0.191
0.991,32.61,67.871,70.484,-0.034,-3.415e-6,0.034,1.203,3.159e4,1.032e4,11.279,0.197,191.7,164.7,2564.033,28.24,0.325,10.826,938.7,0.201
1.041,36.092,71.405,70.852,-0.024,-5.224e-6,0.024,0.401,3.151e4,1.024e4,11.261,0.197,192.7,164.6,2571.439,31.175,0.326,10.803,938.3,0.212
1.091,39.751,74.964,71.421,-0.003,-7.481e-6,0.003,0.229,3.142e4,1.015e4,11.243,0.197,193,164.5,2585.257,34.402,0.326,10.779,937.9,0.222
1.141,43.589,78.547,71.987,0.034,-1.031e-5,0.034,0.745,3.134e4,1.007e4,11.225,0.197,192.4,164.4,2599.074,37.899,0.327,10.754,937.5,0.233
1.191,47.605,82.145,72.372,0.09,-1.393e-5,0.09,1.318,3.125e4,9978,11.206,0.197,191.6,164.3,2607.096,41.667,0.328,10.728,937,0.244
1.241,51.802,85.747,72.556,0.167,-1.847e-5,0.167,1.833,3.116e4,9891,11.188,0.197,191,164.2,2608.968,45.683,0.328,10.701,936.6,0.255
1.291,56.178,89.353,72.731,0.27,-2.387e-5,0.27,1.948,3.108e4,9804,11.17,0.196,190.9,164.1,2610.839,49.788,0.329,10.672,936.1,0.265
1.341,60.734,92.966,72.9,0.4,-2.996e-5,0.4,2.063,3.099e4,9718,11.151,0.196,190.8,164,2612.709,54.077,0.33,10.643,935.6,0.276
1.391,65.471,96.586,73.056,0.56,-3.653e-5,0.56,1.891,3.09e4,9631,11.133,0.196,191.1,163.9,2614.58,58.41,0.331,10.612,935,0.287
1.441,70.387,100.216,73.204,0.748,-4.325e-5,0.748,1.833,3.082e4,9544,11.114,0.196,191.2,163.8,2616.451,62.947,0.331,10.58,934.5,0.298
1.491,75.484,103.857,73.334,0.966,-4.998e-5,0.966,1.432,3.073e4,9457,11.095,0.196,191.7,163.7,2618.321,67.497,0.332,10.547,933.9,0.309
1.541,80.762,107.509,73.454,1.213,-5.687e-5,1.213,0.917,3.064e4,9370,11.077,0.196,192.4,163.6,2620.192,72.252,0.333,10.513,933.3,0.32
1.591,86.223,111.173,73.566,1.485,-6.429e-5,1.485,0.458,3.055e4,9283,11.058,0.196,193.1,163.5,2622.063,77.259,0.334,10.477,932.7,0.33
1.641,91.865,114.848,73.672,1.78,-7.252e-5,1.78,0.057,3.047e4,9196,11.039,0.196,193.6,163.4,2623.934,82.571,0.335,10.44,932.1,0.341
1.691,97.691,118.532,73.774,2.095,-8.123e-5,2.095,0.573,3.038e4,9109,11.02,0.196,193,163.3,2625.804,88.216,0.336,10.403,931.4,0.352
1.741,103.701,122.223,73.874,2.427,-8.979e-5,2.427,0.974,3.029e4,9022,11.001,0.196,192.5,163.2,2627.675,94.204,0.337,10.364,930.8,0.363
1.791,109.895,125.92,73.973,2.772,-9.704e-5,2.772,1.318,3.021e4,8935,10.982,0.195,192.1,163.1,2629.546,100.461,0.338,10.323,930.1,0.374
1.838,115.88,129.397,74.067,3.106,-1.02e-4,3.106,1.261,3.012e4,8853,10.964,0.195,192.2,163,2631.359,106.251,0.339,10.284,929.4,0.385
1.884,121.935,132.827,74.157,3.446,-1.046e-4,3.446,0.917,3.004e4,8773,10.947,0.195,192.7,162.9,2633.103,111.894,0.34,10.245,928.7,0.395
1.934,128.659,136.538,74.25,3.825,-1.044e-4,3.825,0.401,2.996e4,8686,10.927,0.195,193.4,162.8,2634.904,118.24,0.341,10.201,928,0.406
1.984,135.567,140.252,74.339,4.219,-9.994e-5,4.219,0.043,2.987e4,8599,10.908,0.195,193.9,162.7,2636.775,125.017,0.342,10.156,927.2,0.417
2.034,142.661,143.968,74.41,4.632,-8.931e-5,4.632,0.229,2.978e4,8512,10.889,0.195,193.7,162.6,2638.251,132.144,0.343,10.11,926.4,0.428
2.084,149.939,147.682,74.431,5.066,-7.009e-5,5.066,0.516,2.97e4,8424,10.869,0.195,193.4,162.5,2638.366,139.535,0.345,10.063,925.6,0.439
2.134,157.402,151.394,74.432,5.524,-4.031e-5,5.524,0.573,2.961e4,8337,10.849,0.195,193.4,162.4,2638.366,147.142,0.346,10.014,924.8,0.45
2.184,165.049,155.106,74.425,6.006,-7.407e-7,6.006,0.63,2.952e4,8249,10.83,0.195,193.4,162.3,2638.366,154.913,0.347,9.965,923.9,0.461
2.234,172.881,158.817,74.4,6.513,4.6e-5,6.513,0.516,2.943e4,8162,10.81,0.194,193.6,162.2,2638.366,162.825,0.349,9.914,923,0.472
2.284,180.897,162.529,74.351,7.046,9.621e-5,7.046,0.229,2.935e4,8074,10.79,0.194,194.1,162.1,2638.366,170.964,0.35,9.862,922.2,0.483
2.334,189.097,166.238,74.212,7.6,1.448e-4,7.6,0.03,2.926e4,7988,10.771,0.194,194.4,162,2635.83,179.346,0.351,9.808,921.2,0.494
2.384,197.482,169.935,73.942,8.173,1.885e-4,8.173,0.344,2.917e4,7901,10.751,0.194,194,161.9,2629.72,188.128,0.353,9.754,920.3,0.505
2.434,206.051,173.619,73.673,8.763,2.27e-4,8.763,0.458,2.909e4,7815,10.731,0.194,193.9,161.8,2623.585,197.012,0.354,9.698,919.3,0.516
2.484,214.803,177.291,73.4,9.368,2.63e-4,9.368,0.401,2.9e4,7728,10.711,0.194,194.1,161.7,2617.45,206.007,0.356,9.641,918.4,0.527
2.534,223.737,180.948,73.116,9.988,3.021e-4,9.988,0.286,2.891e4,7641,10.691,0.194,194.3,161.5,2611.314,215.31,0.357,9.583,917.4,0.538
2.584,232.853,184.59,72.826,10.624,3.507e-4,10.624,0.115,2.883e4,7555,10.671,0.194,194.6,161.4,2605.179,224.852,0.359,9.524,916.3,0.549
2.634,242.151,188.216,72.533,11.279,4.133e-4,11.279,0.057,2.874e4,7468,10.651,0.194,194.8,161.3,2599.044,234.631,0.36,9.464,915.3,0.56
2.684,251.628,191.826,72.235,11.954,4.885e-4,11.954,0.286,2.865e4,7382,10.631,0.194,194.6,161.2,2592.909,244.657,0.362,9.402,914.3,0.57
2.734,261.284,195.418,71.917,12.652,5.72e-4,12.652,0.286,2.857e4,7295,10.611,0.193,194.7,161.1,2586.774,254.904,0.364,9.339,913.2,0.581
2.784,271.117,198.993,71.548,13.373,6.545e-4,13.373,0.172,2.848e4,7210,10.591,0.193,194.9,161,2580.035,265.344,0.366,9.275,912.1,0.592
2.834,281.128,202.544,71.024,14.117,7.281e-4,14.117,0.038,2.84e4,7126,10.571,0.193,195.2,160.9,2569.188,275.926,0.367,9.21,911,0.603
2.884,291.315,206.068,70.465,14.882,7.898e-4,14.882,0.057,2.831e4,7042,10.551,0.193,195.2,160.8,2557.57,286.7,0.369,9.144,909.8,0.613
2.934,301.676,209.565,69.904,15.666,8.446e-4,15.666,0.115,2.823e4,6957,10.531,0.193,195.3,160.6,2545.951,297.61,0.371,9.077,908.7,0.624
2.984,312.211,213.034,69.337,16.469,8.98e-4,16.469,0.057,2.814e4,6873,10.511,0.193,195.4,160.5,2534.332,308.674,0.373,9.008,907.5,0.634
3.034,322.917,216.475,68.764,17.29,9.565e-4,17.29,0.012,2.806e4,6789,10.491,0.193,195.7,160.4,2522.713,319.904,0.375,8.939,906.3,0.644
3.084,333.794,219.885,68.176,18.131,0.001,18.131,0.004,2.798e4,6705,10.471,0.193,195.8,160.3,2511.095,331.405,0.376,8.868,905.1,0.655
3.134,344.839,223.265,67.563,18.991,0.001,18.991,0.057,2.789e4,6622,10.451,0.193,195.8,160.2,2498.971,343.02,0.378,8.796,903.8,0.665
3.184,356.051,226.596,66.589,19.873,0.001,19.873,0.115,2.781e4,6542,10.431,0.193,195.9,160.1,2477.151,354.66,0.38,8.723,902.6,0.675
3.234,367.427,229.871,65.454,20.774,0.001,20.774,0.034,2.773e4,6462,10.412,0.192,196.1,160,2451.616,366.449,0.382,8.649,901.3,0.684
3.284,378.964,233.09,64.319,21.696,0.001,21.696,0.006,2.765e4,6381,10.392,0.192,196.3,159.8,2426.08,378.193,0.384,8.574,900,0.694
3.334,390.66,236.253,63.168,22.635,0.001,22.635,0.115,2.757e4,6301,10.373,0.192,196.2,159.7,2400.544,390.127,0.386,8.498,898.7,0.703
3.384,402.512,239.358,62.018,23.591,0.001,23.591,0.057,2.749e4,6221,10.353,0.192,196.4,159.6,2375.008,402.09,0.388,8.421,897.5,0.713
3.434,414.517,242.406,60.862,24.563,0.002,24.563,0.022,2.741e4,6141,10.333,0.192,196.6,159.5,2349.472,414.103,0.391,8.343,896.2,0.722
3.484,426.672,245.395,59.691,25.553,0.002,25.553,0.021,2.734e4,6065,10.315,0.192,196.7,159.4,2324.065,426.187,0.393,8.264,894.9,0.731
3.534,438.974,248.325,58.51,26.56,0.002,26.56,0.008,2.726e4,5990,10.296,0.192,196.9,159.3,2298.803,438.345,0.395,8.184,893.6,0.74
3.584,451.42,251.195,57.323,27.584,0.002,27.584,0.003,2.719e4,5915,10.277,0.192,197,159.2,2273.542,450.485,0.397,8.103,892.3,0.749
3.634,464.007,254.006,56.136,28.625,0.002,28.625,0.049,2.711e4,5839,10.258,0.192,197,159.1,2248.28,462.664,0.399,8.022,890.9,0.757
3.684,476.732,256.757,54.923,29.683,0.002,29.683,0.02,2.704e4,5764,10.24,0.192,197.2,159,2222.918,474.937,0.402,7.939,889.6,0.765
3.734,489.592,259.434,53.422,30.758,0.003,30.758,0.032,2.696e4,5692,10.222,0.192,197.3,158.8,2190.153,487.147,0.404,7.855,888.2,0.773
3.784,502.583,262.027,51.751,31.849,0.003,31.849,0.057,2.689e4,5620,10.203,0.191,197.4,158.7,2152.807,499.221,0.406,7.771,886.8,0.781
3.834,515.699,264.483,48.988,32.954,0.003,32.954,0.029,2.683e4,5556,10.187,0.191,197.6,158.6,2086.236,510.814,0.408,7.686,885.4,0.789
3.884,528.932,266.717,44.606,34.073,0.003,34.073,0.055,2.677e4,5494,10.171,0.191,197.6,158.6,1975.429,521.432,0.411,7.6,884,0.796
3.934,542.27,268.73,40.203,35.206,0.003,35.206,0.057,2.67e4,5431,10.155,0.191,197.7,158.5,1864.169,531.287,0.413,7.513,882.6,0.802
3.984,555.703,270.523,35.804,36.354,0.003,36.354,0.043,2.664e4,5368,10.139,0.191,197.8,158.4,1752.909,540.316,0.415,7.426,881.2,0.807
4.034,569.219,272.102,31.533,37.514,0.004,37.514,0.024,2.659e4,5318,10.126,0.191,197.9,158.3,1645.009,548.16,0.416,7.338,879.7,0.812
4.084,582.808,273.494,27.758,38.684,0.004,38.684,0.044,2.655e4,5276,10.116,0.191,198,158.2,1550.467,555.16,0.418,7.249,878.3,0.816
4.134,596.462,274.701,24.072,39.863,0.004,39.863,0.057,2.651e4,5234,10.105,0.191,198,158.2,1457.308,561.193,0.419,7.161,876.8,0.82
4.184,610.172,275.724,20.429,41.048,0.004,41.048,0.015,2.646e4,5192,10.094,0.191,198.1,158.1,1364.149,566.215,0.421,7.071,875.4,0.823
4.234,623.928,276.565,16.823,42.241,0.004,42.241,0.028,2.642e4,5149,10.083,0.191,198.1,158,1270.989,570.283,0.422,6.982,873.9,0.826
4.284,637.72,277.225,13.219,43.441,0.005,43.441,0.015,2.638e4,5107,10.072,0.191,198.2,158,1177.83,573.423,0.423,6.892,872.4,0.828
4.334,651.541,277.704,9.648,44.646,0.005,44.646,0.004,2.634e4,5065,10.061,0.191,198.2,157.9,1084.671,575.483,0.423,6.803,871,0.829
4.384,665.381,278.006,6.134,45.856,0.005,45.856,0.007,2.629e4,5023,10.05,0.191,198.2,157.8,991.511,576.446,0.424,6.713,869.5,0.83
4.434,679.231,278.129,2.723,47.07,0.005,47.07,0.015,2.626e4,4987,10.041,0.191,198.2,157.8,897.483,576.338,0.424,6.623,868,0.831
4.484,693.083,278.059,1.725,48.287,0.006,48.287,0.01,2.623e4,4962,10.035,0.191,198.2,157.7,794.988,575.107,0.424,6.533,866.5,0.831
4.534,706.925,277.793,5.302,49.505,0.006,49.505,0.04,2.621e4,4937,10.028,0.191,198.2,157.7,690.354,572.887,0.423,6.443,865.1,0.83
4.584,720.75,277.356,8.677,50.723,0.006,50.723,0.057,2.619e4,4919,10.023,0.191,198.1,157.7,597.932,569.819,0.423,6.353,863.6,0.829
4.634,734.55,276.78,11.498,51.94,0.006,51.94,0.033,2.617e4,4901,10.018,0.191,198.2,157.6,521.513,565.723,0.422,6.263,862.1,0.827
4.684,748.318,276.074,14.101,53.156,0.007,53.156,0.115,2.616e4,4886,10.015,0.191,198,157.6,449.589,560.951,0.422,6.174,860.7,0.825
4.734,762.048,275.279,15.815,54.373,0.007,54.373,0.01,2.615e4,4874,10.011,0.191,198.1,157.6,398.009,555.872,0.421,6.084,859.2,0.823
4.784,775.736,274.401,17.456,55.588,0.007,55.588,0.052,2.613e4,4861,10.008,0.191,198,157.6,348.961,550.31,0.42,5.995,857.8,0.821
4.834,789.379,273.441,19.094,56.799,0.007,56.799,0.057,2.612e4,4851,10.005,0.191,198,157.6,300.219,544.366,0.419,5.907,856.3,0.818
4.884,802.971,272.409,20.536,58.006,0.008,58.006,0.021,2.611e4,4844,10.004,0.191,198,157.5,256.633,538.103,0.418,5.818,854.9,0.815
4.934,816.511,271.309,21.909,59.21,0.008,59.21,0.048,2.611e4,4837,10.002,0.191,197.9,157.5,214.892,531.536,0.416,5.73,853.4,0.812
4.984,829.993,270.141,23.249,60.412,0.008,60.412,0.05,2.61e4,4830,10,0.19,197.8,157.5,173.151,524.725,0.415,5.643,852,0.809
5.034,843.416,268.911,24.465,61.61,0.008,61.61,0.049,2.61e4,4825,9.999,0.19,197.8,157.5,134.22,517.535,0.414,5.555,850.6,0.805
5.084,856.777,267.645,25.198,62.805,0.009,62.805,0.018,2.609e4,4822,9.998,0.19,197.8,157.5,107.295,510.281,0.412,5.469,849.1,0.801
5.134,870.073,266.343,25.898,63.996,0.009,63.996,0.045,2.609e4,4820,9.997,0.19,197.7,157.5,81.735,503.088,0.411,5.382,847.7,0.797
5.184,883.304,265.006,26.603,65.18,0.009,65.18,0.057,2.609e4,4817,9.997,0.19,197.6,157.5,56.175,496.032,0.41,5.296,846.3,0.794
5.234,896.467,263.635,27.288,66.36,0.009,66.36,0.019,2.609e4,4815,9.996,0.19,197.6,157.5,31.433,488.869,0.409,5.211,844.9,0.79
5.284,909.562,262.254,27.515,67.533,0.01,67.533,0.052,2.609e4,4815,9.996,0.19,197.5,157.5,18.888,481.763,0.408,5.125,843.6,0.786
5.334,922.587,260.869,27.567,68.703,0.01,68.703,0.032,2.609e4,4814,9.996,0.19,197.4,157.5,10.421,474.847,0.406,5.041,842.3,0.782
# Event BURNOUT occurred at t=5.371 seconds
# Event EJECTION_CHARGE occurred at t=5.371 seconds
5.371,932.062,259.855,27.653,69.555,0.01,69.555,0.034,2.609e4,4814,9.996,0.19,197.4,157.5,3.094,469.753,0.405,4.979,841.3,0.779
5.421,944.968,258.474,27.502,70.717,0.011,70.717,0.018,2.609e4,4814,9.996,0.19,197.4,157.5,0,462.82,0.404,4.895,840,0.775
5.471,957.805,257.106,27.235,71.875,0.011,71.875,0.02,2.609e4,4814,9.996,0.19,197.3,157.5,0,456.087,0.403,4.812,838.7,0.771
5.521,970.575,255.75,26.983,73.027,0.011,73.027,0.003,2.609e4,4814,9.996,0.19,197.3,157.5,0,449.383,0.402,4.729,837.4,0.767
5.571,983.277,254.408,26.737,74.175,0.012,74.175,0.025,2.609e4,4814,9.996,0.19,197.2,157.5,0,442.79,0.401,4.646,836.2,0.763
5.621,995.913,253.077,26.491,75.318,0.012,75.318,0.026,2.609e4,4814,9.996,0.19,197.1,157.5,0,436.368,0.4,4.564,834.9,0.759
5.671,1008.482,251.76,26.243,76.457,0.012,76.457,0.005,2.609e4,4814,9.996,0.19,197.1,157.5,0,430.067,0.399,4.482,833.6,0.755
5.721,1020.986,250.454,25.999,77.591,0.013,77.591,0.115,2.609e4,4814,9.996,0.19,196.9,157.5,0,424.053,0.398,4.401,832.3,0.751
