# Simulation 2 (Up to date)
# 1216 data points written for 20 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (36.1 m/s):  "Main Parachute"
#
# Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Angle of attack (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Thrust (N),Drag force (N),Drag coefficient (​),Air temperature (°C),Air pressure (mbar),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
226.709,270.286,7.514,0.873,-555.323,0.322,555.323,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.555,NaN,9.257,911.8,0.022
227.103,267.322,7.52,0.347,-557.381,0.322,557.381,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.94,NaN,9.281,912.2,0.022
227.603,263.563,7.52,0.055,-559.963,0.322,559.963,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.281,NaN,9.3,912.5,0.022
228.103,259.804,7.517,0.103,-562.565,0.322,562.565,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.482,NaN,9.324,912.9,0.022
228.603,256.046,7.512,0.44,-565.124,0.322,565.124,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.898,NaN,9.349,913.3,0.022
228.926,253.629,7.511,1.113,-566.796,0.322,566.796,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,258.351,NaN,9.373,913.8,0.022
229.336,250.546,7.514,0.337,-569.029,0.322,569.029,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.302,NaN,9.389,914,0.022
229.836,246.79,7.511,0.33,-571.74,0.322,571.74,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.642,NaN,9.409,914.4,0.022
230.336,243.037,7.505,0.606,-574.334,0.321,574.334,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.218,NaN,9.433,914.8,0.022
230.836,239.283,7.511,0.301,-576.815,0.321,576.815,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.075,NaN,9.458,915.2,0.022
231.336,235.53,7.503,0.501,-579.321,0.321,579.321,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.107,NaN,9.482,915.6,0.022
231.836,231.777,7.509,0.045,-581.895,0.321,581.895,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.982,NaN,9.507,916,0.022
232.336,228.024,7.503,0.37,-584.427,0.321,584.427,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.911,NaN,9.531,916.5,0.022
232.807,224.493,7.497,0.692,-586.846,0.321,586.846,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.415,NaN,9.555,916.9,0.022
233.088,222.394,7.502,0.989,-588.292,0.321,588.292,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,257.282,NaN,9.578,917.3,0.022
233.331,220.573,7.497,0.168,-589.517,0.321,589.518,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.357,NaN,9.592,917.5,0.022
233.831,216.823,7.503,0.216,-592.021,0.32,592.021,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.104,NaN,9.604,917.7,0.022
234.331,213.073,7.499,0.256,-594.53,0.32,594.53,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.648,NaN,9.628,918.1,0.022
234.831,209.323,7.499,0.08,-597.06,0.32,597.06,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.306,NaN,9.653,918.6,0.022
235.331,205.574,7.497,0.067,-599.572,0.32,599.572,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.46,NaN,9.677,919,0.022
235.831,201.826,7.494,0.354,-602.12,0.32,602.12,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.738,NaN,9.701,919.4,0.022
236.331,198.08,7.495,0.236,-604.742,0.32,604.742,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.357,NaN,9.726,919.8,0.022
236.814,194.463,7.481,0.799,-607.21,0.32,607.21,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,257.07,NaN,9.75,920.2,0.022
237.314,190.72,7.497,0.141,-609.652,0.32,609.652,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.418,NaN,9.774,920.6,0.022
237.814,186.974,7.486,0.409,-612.127,0.319,612.127,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.157,NaN,9.798,921.1,0.022
238.314,183.23,7.491,0.061,-614.646,0.319,614.647,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.051,NaN,9.822,921.5,0.022
238.814,179.487,7.482,0.504,-617.221,0.319,617.221,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.209,NaN,9.847,921.9,0.022
239.314,175.745,7.489,0.109,-619.845,0.319,619.845,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.976,NaN,9.871,922.3,0.022
239.814,172.002,7.484,0.169,-622.477,0.319,622.477,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.624,NaN,9.895,922.7,0.022
240.314,168.26,7.484,0.082,-625.119,0.319,625.12,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.35,NaN,9.92,923.1,0.022
240.814,164.523,7.467,0.856,-627.859,0.319,627.859,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,257.374,NaN,9.944,923.6,0.022
241.088,162.478,7.478,0.97,-629.381,0.318,629.381,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.644,NaN,9.968,924,0.022
241.588,158.749,7.459,1.154,-631.95,0.318,631.95,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,257.679,NaN,9.981,924.2,0.022
242.069,155.152,7.486,0.138,-634.272,0.318,634.272,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,253.559,NaN,10.006,924.6,0.022
242.569,151.412,7.475,0.228,-636.696,0.318,636.696,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.03,NaN,10.029,925,0.022
243.069,147.674,7.475,0.316,-639.109,0.318,639.109,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.453,NaN,10.053,925.4,0.022
243.569,143.937,7.474,0.282,-641.518,0.318,641.518,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.537,NaN,10.078,925.9,0.022
244.069,140.202,7.468,0.547,-644.031,0.318,644.031,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.115,NaN,10.102,926.3,0.022
244.349,138.117,7.473,1.242,-645.426,0.318,645.426,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,258.973,NaN,10.126,926.7,0.022
244.849,134.388,7.469,0.692,-647.747,0.317,647.747,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.094,NaN,10.14,926.9,0.022
245.131,132.282,7.471,1.079,-649.052,0.317,649.052,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,258.153,NaN,10.164,927.3,0.022
245.354,130.617,7.463,0.189,-650.112,0.317,650.112,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.299,NaN,10.178,927.6,0.022
245.854,126.885,7.467,0.455,-652.422,0.317,652.422,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.443,NaN,10.189,927.8,0.022
246.354,123.152,7.467,0.247,-654.643,0.317,654.643,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.393,NaN,10.213,928.2,0.022
246.854,119.419,7.466,0.065,-656.825,0.317,656.826,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.393,NaN,10.237,928.6,0.022
247.354,115.686,7.463,0.256,-659.032,0.317,659.032,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.611,NaN,10.261,929,0.022
247.854,111.955,7.462,0.308,-661.309,0.317,661.309,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.565,NaN,10.286,929.4,0.022
248.354,108.224,7.463,0.043,-663.629,0.317,663.629,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.302,NaN,10.31,929.9,0.022
248.735,105.394,7.444,1.358,-665.496,0.317,665.496,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,260.268,NaN,10.334,930.3,0.022
249.049,103.055,7.454,0.181,-667.128,0.316,667.128,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,253.116,NaN,10.353,930.6,0.022
249.549,99.327,7.459,0.307,-669.699,0.316,669.699,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.225,NaN,10.368,930.8,0.022
250.049,95.599,7.454,0.408,-672.179,0.316,672.18,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.843,NaN,10.392,931.3,0.022
250.542,91.921,7.45,0.605,-674.652,0.316,674.652,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.121,NaN,10.416,931.7,0.022
251.042,88.196,7.453,0.449,-677.287,0.316,677.287,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.42,NaN,10.44,932.1,0.022
251.444,85.209,7.447,0.797,-679.383,0.316,679.383,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.92,NaN,10.464,932.5,0.022
251.944,81.485,7.456,0.046,-681.91,0.316,681.911,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.558,NaN,10.484,932.8,0.022
252.444,77.758,7.45,0.076,-684.443,0.316,684.443,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.714,NaN,10.508,933.3,0.022
252.944,74.034,7.446,0.439,-687.04,0.315,687.04,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.849,NaN,10.532,933.7,0.022
253.444,70.311,7.447,0.387,-689.74,0.315,689.74,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.52,NaN,10.556,934.1,0.022
253.872,67.125,7.439,0.781,-692.023,0.315,692.023,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.871,NaN,10.581,934.5,0.022
254.372,63.405,7.445,0.468,-694.546,0.315,694.546,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.124,NaN,10.601,934.9,0.022
254.872,59.684,7.443,0.327,-696.969,0.315,696.969,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.608,NaN,10.625,935.3,0.022
255.337,56.223,7.434,0.748,-699.268,0.315,699.268,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.762,NaN,10.65,935.7,0.022
255.837,52.504,7.446,0.043,-701.829,0.315,701.829,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.56,NaN,10.672,936.1,0.022
256.337,48.785,7.433,0.572,-704.322,0.314,704.322,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.564,NaN,10.696,936.5,0.022
256.837,45.067,7.441,0.269,-706.71,0.314,706.71,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,254.968,NaN,10.72,936.9,0.022
257.337,41.348,7.436,0.303,-709.026,0.314,709.026,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.753,NaN,10.745,937.3,0.022
257.837,37.63,7.438,0.056,-711.312,0.314,711.312,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.256,NaN,10.769,937.7,0.022
258.337,33.913,7.429,0.537,-713.672,0.314,713.672,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.251,NaN,10.793,938.2,0.022
258.837,30.198,7.434,0.329,-716.14,0.314,716.14,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.202,NaN,10.817,938.6,0.022
259.262,27.053,7.402,1.505,-718.405,0.314,718.406,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,261.276,NaN,10.841,939,0.022
259.601,24.542,7.426,0.295,-720.339,0.314,720.339,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,252.379,NaN,10.862,939.3,0.022
259.974,21.768,7.427,0.629,-722.442,0.314,722.442,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.031,NaN,10.878,939.6,0.022
260.474,18.058,7.419,0.788,-725.1,0.313,725.1,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,256.551,NaN,10.896,939.9,0.022
260.974,14.349,7.423,0.692,-727.572,0.313,727.572,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.786,NaN,10.92,940.3,0.022
261.474,10.637,7.426,0.426,-729.905,0.313,729.905,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.367,NaN,10.944,940.8,0.022
261.974,6.926,7.422,0.448,-732.129,0.313,732.129,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.822,NaN,10.968,941.2,0.022
262.474,3.214,7.426,0.126,-734.312,0.313,734.312,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,255.173,NaN,10.993,941.6,0.022
# Event GROUND_HIT occurred at t=262.908 seconds
# Event SIMULATION_END occurred at t=262.908 seconds
262.908,0,7.405,1.122,-736.325,0.313,736.325,NaN,2.609e4,4814,NaN,NaN,NaN,NaN,0,258.806,NaN,11.017,942,0.022
